code,name,new_dist
34101,　中区,1
34102,　東区,1
34103,　南区,1
34104,　西区,2
34105,　安佐南区,3
34106,　安佐北区,3
34107,　安芸区,3
34108,　佐伯区,2
34202,呉市,4
34203,竹原市,4
34204,三原市,5
34205,尾道市,5
34207,福山市,6
34208,府中市,5
34209,三次市,5
34210,庄原市,5
34211,大竹市,2
34212,東広島市,4
34213,廿日市市,2
34214,安芸高田市,3
34215,江田島市,4
34302,府中町,1
34304,海田町,1
34307,熊野町,4
34309,坂町,1
34368,安芸太田町,3
34369,北広島町,3
34431,大崎上島町,4
34462,世羅町,5
34545,神石高原町,5
