code,gun_code,pop,mun_name,sub_name,lh_2022
23101,230001,159534,名古屋市千種区,-,2
23102,230002,81028,名古屋市東区,-,1
23103,230003,157664,名古屋市北区,-,1
23104,230004,147342,名古屋市西区,-,1
23105,230005,134389,名古屋市中村区,-,5
23106,230006,87846,名古屋市中区,-,1
23107,230007,104138,名古屋市昭和区,-,3
23108,230008,106910,名古屋市瑞穂区,-,4
23109,230009,65017,名古屋市熱田区,-,4
23110,230010,214361,名古屋市中川区,-,5
23111,230011,135422,名古屋市港区,-,4
23112,230012,128848,名古屋市南区,-,4
23113,230013,173297,名古屋市守山区,-,2
23114,230014,243812,名古屋市緑区,-,3
23115,230015,161428,名古屋市名東区,-,2
23116,230016,161639,名古屋市天白区,-,3
23201,230017,355004,豊橋市,-,15
23202,230018,373767,岡崎市,-,12
23203,230019,214,一宮市,一色町,10
23203,230020,143,一宮市,石山町,10
23203,230021,209,一宮市,乾町,10
23203,230022,528,一宮市,印田通,10
23203,230023,523,一宮市,牛野通,10
23203,230024,131,一宮市,小栗町,10
23203,230025,78,一宮市,小原町,10
23203,230026,129,一宮市,川田町,10
23203,230027,52,一宮市,観音町,10
23203,230028,283,一宮市,神戸町,10
23203,230029,170,一宮市,北浦町,10
23203,230030,853,一宮市,北神明町,10
23203,230031,764,一宮市,北園通,10
23203,230032,653,一宮市,貴船町,10
23203,230033,431,一宮市,九品町,10
23203,230034,348,一宮市,公園通,10
23203,230035,646,一宮市,古金町,10
23203,230036,428,一宮市,古見町,10
23203,230037,272,一宮市,三丹町,10
23203,230038,884,一宮市,下川田町,10
23203,230039,864,一宮市,下沼町,10
23203,230040,348,一宮市,城崎通,10
23203,230041,577,一宮市,白旗通,10
23203,230042,1022,一宮市,常願通,10
23203,230043,563,一宮市,高畑町,10
23203,230044,53,一宮市,竹橋町,10
23203,230045,173,一宮市,田島町,10
23203,230046,453,一宮市,寺島町,10
23203,230047,64,一宮市,寺前町,10
23203,230048,480,一宮市,殿町,10
23203,230049,796,一宮市,中島通,10
23203,230050,1180,一宮市,長島町,10
23203,230051,77,一宮市,西小原町,10
23203,230052,1160,一宮市,西島町,10
23203,230053,272,一宮市,西出町,10
23203,230054,99,一宮市,日光町,10
23203,230055,456,一宮市,八町通,10
23203,230056,216,一宮市,浜町,10
23203,230057,150,一宮市,東印田町,10
23203,230058,493,一宮市,東島町,10
23203,230059,266,一宮市,東出町,10
23203,230060,271,一宮市,東両郷町,10
23203,230061,89,一宮市,深坪町,10
23203,230062,295,一宮市,町丁字コード1120の計,10
23203,230063,725,一宮市,別明町,10
23203,230064,269,一宮市,北丹町,10
23203,230065,64,一宮市,本町通,10
23203,230066,124,一宮市,松島町,10
23203,230067,500,一宮市,松降通,10
23203,230068,462,一宮市,松山町,10
23203,230069,172,一宮市,水落町,10
23203,230070,114,一宮市,水附町,10
23203,230071,304,一宮市,南出町,10
23203,230072,207,一宮市,宮西通,10
23203,230073,847,一宮市,向山町,10
23203,230074,161,一宮市,明治通,10
23203,230075,550,一宮市,柳戸町,10
23203,230076,823,一宮市,両郷町,10
23203,230077,669,一宮市,枠杁町,10
23203,230078,1987,一宮市,神山,10
23203,230079,1253,一宮市,苅安賀,10
23203,230080,2095,一宮市,昭和,10
23203,230081,3138,一宮市,新生,10
23203,230082,2773,一宮市,末広,10
23203,230083,1359,一宮市,住吉,10
23203,230084,1139,一宮市,野口,10
23203,230085,2445,一宮市,平和,10
23203,230086,246,一宮市,せんい,10
23203,230087,686,一宮市,若竹,10
23203,230088,1397,一宮市,赤見,10
23203,230089,567,一宮市,朝日,10
23203,230090,1413,一宮市,泉,10
23203,230091,1149,一宮市,大江,10
23203,230092,452,一宮市,大浜,10
23203,230093,1799,一宮市,大宮,10
23203,230094,1773,一宮市,音羽,10
23203,230095,993,一宮市,貴船,10
23203,230096,1909,一宮市,栄,10
23203,230097,1152,一宮市,桜,10
23203,230098,1221,一宮市,大志,10
23203,230099,1425,一宮市,天王,10
23203,230100,174,一宮市,羽衣,10
23203,230101,3028,一宮市,八幡,10
23203,230102,1781,一宮市,富士,10
23203,230103,503,一宮市,文京,10
23203,230104,1939,一宮市,本町,10
23203,230105,607,一宮市,真清田,10
23203,230106,761,一宮市,松降,10
23203,230107,1951,一宮市,緑,10
23203,230108,813,一宮市,和光,10
23203,230109,234,一宮市,島崎,10
23203,230110,1366,一宮市,平島,10
23203,230111,166,一宮市,平安,10
23203,230112,830,一宮市,観音寺,10
23203,230113,896,一宮市,中町,10
23203,230114,5981,一宮市,花池,10
23203,230115,1019,一宮市,宮地,10
23203,230116,327,一宮市,妙興寺,10
23203,230117,1726,一宮市,あずら,10
23203,230118,4712,一宮市,多加木,10
23203,230119,421,一宮市,向山南,10
23203,230120,4777,一宮市,森本,10
