code,gun_code,pop,mun_name,sub_name,lh_2022
1101,ishikari,246267,札幌市中央区,-,1
1102,ishikari,1246,札幌市北区,新川一条,2
1102,ishikari,4783,札幌市北区,新川二条,2
1102,ishikari,5231,札幌市北区,新川三条,2
1102,ishikari,4801,札幌市北区,新川四条,2
1102,ishikari,2751,札幌市北区,新川五条,2
1102,ishikari,1051,札幌市北区,新川六条,2
1102,ishikari,225,札幌市北区,新川七条,2
1102,ishikari,218,札幌市北区,新川八条,2
1102,ishikari,336,札幌市北区,新川,2
1102,ishikari,4825,札幌市北区,新琴似一条,2
1102,ishikari,3186,札幌市北区,新琴似二条,2
1102,ishikari,3424,札幌市北区,新琴似三条,2
1102,ishikari,3648,札幌市北区,新琴似四条,2
1102,ishikari,5351,札幌市北区,新琴似五条,2
1102,ishikari,5256,札幌市北区,新琴似六条,2
1102,ishikari,4515,札幌市北区,新琴似七条,2
1102,ishikari,4264,札幌市北区,新琴似八条,2
1102,ishikari,5415,札幌市北区,新琴似九条,2
1102,ishikari,5193,札幌市北区,新琴似十条,2
1102,ishikari,4708,札幌市北区,新琴似十一条,2
1102,ishikari,4920,札幌市北区,新琴似十二条,2
1102,ishikari,115,札幌市北区,新琴似町,2
1102,ishikari,784,札幌市北区,屯田一条,2
1102,ishikari,1997,札幌市北区,屯田二条,2
1102,ishikari,3036,札幌市北区,屯田三条,2
1102,ishikari,3959,札幌市北区,屯田四条,2
1102,ishikari,5413,札幌市北区,屯田五条,2
1102,ishikari,6364,札幌市北区,屯田六条,2
1102,ishikari,5539,札幌市北区,屯田七条,2
1102,ishikari,3971,札幌市北区,屯田八条,2
1102,ishikari,5092,札幌市北区,屯田九条,2
1102,ishikari,921,札幌市北区,屯田十条,2
1102,ishikari,835,札幌市北区,屯田十一条,2
1102,ishikari,73,札幌市北区,屯田町,2
1102,ishikari,5938,札幌市北区,麻生町,2
1102,ishikari,183,札幌市北区,篠路町篠路,2
1102,ishikari,2519,札幌市北区,篠路町上篠路,2
1102,ishikari,17,札幌市北区,篠路町太平,2
1102,ishikari,111,札幌市北区,篠路町拓北,2
1102,ishikari,70,札幌市北区,篠路町福移,2
1102,ishikari,258,札幌市北区,太平一条,2
1102,ishikari,892,札幌市北区,太平二条,2
1102,ishikari,733,札幌市北区,太平三条,2
1102,ishikari,1165,札幌市北区,太平四条,2
1102,ishikari,1261,札幌市北区,太平五条,2
1102,ishikari,565,札幌市北区,太平六条,2
1102,ishikari,1234,札幌市北区,太平七条,2
1102,ishikari,1118,札幌市北区,太平八条,2
1102,ishikari,1324,札幌市北区,太平九条,2
1102,ishikari,1202,札幌市北区,太平十条,2
1102,ishikari,1120,札幌市北区,太平十一条,2
1102,ishikari,911,札幌市北区,太平十二条,2
1102,ishikari,3632,札幌市北区,篠路一条,2
1102,ishikari,3663,札幌市北区,篠路二条,2
1102,ishikari,2994,札幌市北区,篠路三条,2
1102,ishikari,2988,札幌市北区,篠路四条,2
1102,ishikari,2085,札幌市北区,篠路五条,2
