code,gun_code,pop,mun_name,sub_name,lh_2022
28101,280001,209379,神戸市東灘区,-,1
28102,280002,133608,神戸市灘区,-,1
28105,280003,105381,神戸市兵庫区,-,2
28106,280004,89874,神戸市長田区,-,2
28107,280005,155927,神戸市須磨区,-,3
28108,280006,213330,神戸市垂水区,-,3
28109,280007,208676,神戸市北区,-,2
28110,280008,139362,神戸市中央区,-,1
28111,280009,236606,神戸市西区,-,4
28201,280010,101,姫路市,坂元町,11
28201,280011,531,姫路市,本町,11
28201,280012,316,姫路市,西二階町,11
28201,280013,303,姫路市,福中町,11
28201,280014,212,姫路市,十二所前町,11
28201,280015,41,姫路市,南町,11
28201,280016,836,姫路市,南畝町,11
28201,280017,399,姫路市,久保町,11
28201,280018,440,姫路市,忍町,11
28201,280019,183,姫路市,高尾町,11
28201,280020,240,姫路市,総社本町,11
28201,280021,56,姫路市,西駅前町,11
28201,280022,58,姫路市,白銀町,11
28201,280023,68,姫路市,立町,11
28201,280024,34,姫路市,魚町,11
28201,280025,215,姫路市,塩町,11
28201,280026,278,姫路市,綿町,11
28201,280027,72,姫路市,亀井町,11
28201,280028,57,姫路市,駅前町,11
28201,280029,278,姫路市,古二階町,11
28201,280030,590,姫路市,元塩町,11
28201,280031,431,姫路市,平野町,11
28201,280032,546,姫路市,坂田町,11
28201,280033,111,姫路市,朝日町,11
28201,280034,1575,姫路市,北条口,11
28201,280035,99,姫路市,二階町,11
28201,280036,39,姫路市,呉服町,11
28201,280037,98,姫路市,紺屋町,11
28201,280038,414,姫路市,東駅前町,11
28201,280039,203,姫路市,同心町,11
28201,280040,212,姫路市,五郎右衛門邸,11
28201,280041,88,姫路市,堺町,11
28201,280042,55,姫路市,竹田町,11
28201,280043,111,姫路市,福居町,11
28201,280044,33,姫路市,八木町,11
28201,280045,38,姫路市,金屋町,11
28201,280046,61,姫路市,生野町,11
28201,280047,41,姫路市,橋之町,11
28201,280048,54,姫路市,福本町,11
28201,280049,37,姫路市,米屋町,11
28201,280050,137,姫路市,鍵町,11
28201,280051,303,姫路市,坊主町,11
