code,gun_code,pop,mun_name,sub_name,lh_2022
13101,130001,63956,千代田区,-,1
13102,130002,161794,中央区,-,2
13103,130003,14012,港区,芝,7
13103,130004,6860,港区,海岸,7
13103,130005,2282,港区,東新橋,7
13103,130006,2606,港区,新橋,7
13103,130007,1538,港区,西新橋,7
13103,130008,18597,港区,三田,7
13103,130009,2489,港区,浜松町,7
13103,130010,1241,港区,芝大門,7
13103,130011,1468,港区,芝公園,7
13103,130012,3621,港区,虎ノ門,7
13103,130013,501,港区,愛宕,7
13103,130014,653,港区,麻布狸穴町,7
13103,130015,201,港区,麻布永坂町,7
13103,130016,15526,港区,南麻布,7
13103,130017,4273,港区,元麻布,7
13103,130018,9687,港区,西麻布,7
13103,130019,12227,港区,六本木,7
13103,130020,1572,港区,麻布台,7
13103,130021,5424,港区,麻布十番,7
13103,130022,5505,港区,東麻布,7
13103,130023,626,港区,元赤坂,7
13103,130024,16724,港区,赤坂,7
13103,130025,13321,港区,南青山,7
13103,130026,2312,港区,北青山,7
13103,130027,21658,港区,高輪,7
13103,130028,16599,港区,白金,7
13103,130029,10862,港区,白金台,7
13103,130030,24412,港区,芝浦,7
13103,130031,21041,港区,港南,7
13103,130032,5234,港区,台場,7
13104,130033,4090,新宿区,四谷,1
13104,130034,46,新宿区,四谷,1
13104,130035,418,新宿区,四谷,1
13104,130036,531,新宿区,四谷本塩町,1
13104,130037,1961,新宿区,四谷三栄町,1
13104,130038,2383,新宿区,四谷坂町,1
13104,130039,4244,新宿区,若葉,1
13104,130040,1350,新宿区,須賀町,1
13104,130041,1656,新宿区,左門町,1
13104,130042,898,新宿区,信濃町,1
13104,130043,2411,新宿区,南元町,1
13104,130044,2497,新宿区,荒木町,1
13104,130045,1340,新宿区,舟町,1
13104,130046,1390,新宿区,愛住町,1
13104,130047,4128,新宿区,大京町,1
13104,130048,0,新宿区,霞ヶ丘町,1
13104,130049,1147,新宿区,内藤町,1
13104,130050,393,新宿区,片町,1
13104,130051,17785,新宿区,新宿,1
13104,130052,1789,新宿区,歌舞伎町,1
13104,130053,967,新宿区,市谷田町,1
13104,130054,2744,新宿区,市谷本村町,1
13104,130055,1607,新宿区,市谷砂土原町,1
13104,130056,408,新宿区,市谷左内町,1
13104,130057,1818,新宿区,市谷加賀町,1
13104,130058,830,新宿区,市谷甲良町,1
13104,130059,217,新宿区,市谷船河原町,1
13104,130060,122,新宿区,市谷長延寺町,1
13104,130061,31,新宿区,市谷鷹匠町,1
13104,130062,557,新宿区,市谷山伏町,1
13104,130063,111,新宿区,市谷八幡町,1
13104,130064,2349,新宿区,神楽坂,1
13104,130065,443,新宿区,細工町,1
13104,130066,663,新宿区,二十騎町,1
13104,130067,112,新宿区,揚場町,1
13104,130068,100,新宿区,津久戸町,1
13104,130069,2383,新宿区,東五軒町,1
13104,130070,1851,新宿区,西五軒町,1
13104,130071,402,新宿区,赤城元町,1
13104,130072,1423,新宿区,南榎町,1
13104,130073,677,新宿区,袋町,1
13104,130074,1019,新宿区,払方町,1
13104,130075,829,新宿区,南町,1
13104,130076,1083,新宿区,北町,1
13104,130077,952,新宿区,納戸町,1
13104,130078,709,新宿区,南山伏町,1
13104,130079,619,新宿区,北山伏町,1
13104,130080,1336,新宿区,白銀町,1
13104,130081,267,新宿区,下宮比町,1
13104,130082,4772,新宿区,矢来町,1
13104,130083,947,新宿区,若宮町,1
13104,130084,630,新宿区,岩戸町,1
13104,130085,523,新宿区,中町,1
13104,130086,635,新宿区,箪笥町,1
13104,130087,1031,新宿区,横寺町,1
13104,130088,841,新宿区,筑土八幡町,1
13104,130089,3515,新宿区,新小川町,1
13104,130090,0,新宿区,神楽河岸,1
13104,130091,3195,新宿区,市谷薬王寺町,1
13104,130092,1296,新宿区,市谷柳町,1
13104,130093,2379,新宿区,市谷仲之町,1
13104,130094,1171,新宿区,赤城下町,1
13104,130095,1053,新宿区,天神町,1
13104,130096,704,新宿区,榎町,1
13104,130097,333,新宿区,東榎町,1
13104,130098,1305,新宿区,早稲田町,1
13104,130099,753,新宿区,早稲田南町,1
13104,130100,471,新宿区,馬場下町,1
13104,130101,4854,新宿区,原町,1
13104,130102,2009,新宿区,喜久井町,1
13104,130103,521,新宿区,築地町,1
13104,130104,3266,新宿区,弁天町,1
13104,130105,707,新宿区,中里町,1
13104,130106,3915,新宿区,山吹町,1
13104,130107,631,新宿区,改代町,1
13104,130108,1068,新宿区,水道町,1
13104,130109,5264,新宿区,早稲田鶴巻町,1
13104,130110,2781,新宿区,住吉町,1
13104,130111,1416,新宿区,市谷台町,1
13104,130112,2471,新宿区,河田町,1
13104,130113,5595,新宿区,若松町,1
13104,130114,3890,新宿区,余丁町,1
13104,130115,8394,新宿区,戸山,1
13104,130116,6998,新宿区,富久町,1
13104,130117,12885,新宿区,百人町,1
13104,130118,12845,新宿区,大久保,1
13104,130119,198,新宿区,戸塚町,1
13104,130120,16952,新宿区,西早稲田,1
13104,130121,16277,新宿区,高田馬場,1
13104,130122,14540,新宿区,下落合,1
13104,130123,15444,新宿区,中落合,1
13104,130124,14648,新宿区,上落合,1
13104,130125,13756,新宿区,西落合,1
13104,130126,4714,新宿区,中井,1
13104,130127,22010,新宿区,北新宿,1
13104,130128,21480,新宿区,西新宿,1
13105,130129,231612,文京区,-,10
13106,130130,8152,台東区,台東,2
13106,130131,76,台東区,秋葉原,2
13106,130132,8461,台東区,東上野,2
13106,130133,3463,台東区,上野,2
13106,130134,5813,台東区,池之端,2
13106,130135,279,台東区,上野公園,2
13106,130136,4091,台東区,北上野,2
13106,130137,6852,台東区,下谷,2
13106,130138,6063,台東区,入谷,2
13106,130139,12430,台東区,根岸,2
13106,130140,8389,台東区,竜泉,2
13106,130141,3044,台東区,三ノ輪,2
13106,130142,2508,台東区,上野桜木,2
13106,130143,8346,台東区,谷中,2
13106,130144,3393,台東区,柳橋,2
13106,130145,7329,台東区,浅草橋,2
13106,130146,2933,台東区,鳥越,2
13106,130147,7356,台東区,蔵前,2
13106,130148,3284,台東区,小島,2
13106,130149,4246,台東区,三筋,2
13106,130150,6370,台東区,寿,2
13106,130151,2204,台東区,駒形,2
13106,130152,6769,台東区,元浅草,2
13106,130153,8335,台東区,松が谷,2
13106,130154,7658,台東区,西浅草,2
13106,130155,2818,台東区,雷門,2
13106,130156,2273,台東区,花川戸,2
13106,130157,17959,台東区,浅草,2
13106,130158,10870,台東区,千束,2
13106,130159,3316,台東区,東浅草,2
13106,130160,6166,台東区,日本堤,2
13106,130161,4400,台東区,今戸,2
13106,130162,5763,台東区,清川,2
13106,130163,5760,台東区,橋場,2
13107,130164,261318,墨田区,-,14
13108,130165,495628,江東区,-,15
13109,130166,21723,品川区,荏原,3
13109,130167,28503,品川区,大井,3
13109,130168,14664,品川区,大崎,3
13109,130169,5667,品川区,勝島,3
13109,130170,13376,品川区,上大崎,3
13109,130171,20321,品川区,北品川,3
13109,130172,20544,品川区,小山,3
13109,130173,5591,品川区,小山台,3
13109,130174,17405,品川区,戸越,3
13109,130175,16562,品川区,中延,3
