code,gun_code,pop,mun_name,sub_name,lh_2022
12101,120001,207422,千葉市中央区,-,1
12102,120002,173442,千葉市花見川区,-,2
12103,120003,157101,千葉市稲毛区,-,1
12104,120004,143744,千葉市若葉区,-,9
12105,120005,128075,千葉市緑区,-,3
12106,120006,142025,千葉市美浜区,-,1
12202,120007,56294,銚子市,-,10
12203,120008,5489,市川市,国府台,4
12203,120009,12388,市川市,市川,5
12203,120010,16314,市川市,市川南,5
12203,120011,7514,市川市,真間,5
12203,120012,14090,市川市,新田,5
12203,120013,7800,市川市,平田,5
12203,120014,7923,市川市,大洲,5
12203,120015,8518,市川市,大和田,5
12203,120016,3974,市川市,東大和田,5
12203,120017,4622,市川市,稲荷木,5
12203,120018,13547,市川市,八幡,5
12203,120019,17717,市川市,南八幡,5
12203,120020,10430,市川市,菅野,5
12203,120021,10240,市川市,東菅野,5
12203,120022,12072,市川市,宮久保,4
12203,120023,3104,市川市,鬼越,4
12203,120024,12563,市川市,鬼高,4
12203,120025,1937,市川市,高石神,4
12203,120026,4643,市川市,中山,4
12203,120027,6050,市川市,若宮,4
12203,120028,6060,市川市,北方,4
12203,120029,7459,市川市,本北方,4
12203,120030,5476,市川市,北方町,4
12203,120031,6218,市川市,国分,4
12203,120032,7135,市川市,中国分,4
12203,120033,2964,市川市,堀之内,4
12203,120034,5465,市川市,北国分,4
12203,120035,4983,市川市,須和田,5
12203,120036,3032,市川市,稲越町,4
12203,120037,14933,市川市,曽谷,4
12203,120038,4688,市川市,下貝塚,4
12203,120039,1798,市川市,東国分,4
12203,120040,0,市川市,東浜,5
12203,120041,0,市川市,田尻,5
12203,120042,11004,市川市,田尻,5
12203,120043,110,市川市,高谷,5
12203,120044,4181,市川市,高谷,5
12203,120045,20,市川市,高谷新町,5
12203,120046,64,市川市,原木,5
12203,120047,9843,市川市,原木,5
12203,120048,61,市川市,二俣,5
12203,120049,4302,市川市,二俣,5
12203,120050,0,市川市,二俣新町,5
12203,120051,9662,市川市,南大野,4
12203,120052,13319,市川市,大野町,4
12203,120053,10275,市川市,柏井町,4
12203,120054,4163,市川市,大町,4
12203,120055,1536,市川市,奉免町,4
12203,120056,2612,市川市,本行徳,5
12203,120057,1053,市川市,加藤新田,5
12203,120058,0,市川市,千鳥町,5
12203,120059,0,市川市,高浜町,5
12203,120060,1638,市川市,関ケ島,5
12203,120061,1760,市川市,伊勢宿,5
12203,120062,1590,市川市,下新宿,5
12203,120063,1174,市川市,河原,5
12203,120064,1,市川市,河原,5
12203,120065,14678,市川市,妙典,5
12203,120066,1558,市川市,押切,5
12203,120067,1285,市川市,湊,5
12203,120068,604,市川市,湊新田,5
12203,120069,3936,市川市,湊新田,5
12203,120070,4912,市川市,香取,5
12203,120071,6908,市川市,欠真間,5
12203,120072,10756,市川市,相之川,5
12203,120073,9837,市川市,新井,5
12203,120074,4344,市川市,島尻,5
12203,120075,2897,市川市,広尾,5
12203,120076,13658,市川市,南行徳,5
12203,120077,4789,市川市,塩浜,5
12203,120078,13506,市川市,福栄,5
12203,120079,12009,市川市,行徳駅前,5
12203,120080,2761,市川市,新浜,5
12203,120081,1822,市川市,入船,5
12203,120082,2892,市川市,日之出,5
12203,120083,5877,市川市,末広,5
12203,120084,3208,市川市,本塩,5
12203,120085,6961,市川市,富浜,5
12203,120086,11814,市川市,塩焼,5
12203,120087,4409,市川市,宝,5
12203,120088,5800,市川市,幸,5
12203,120089,41,市川市,本行徳,5
12203,120090,1,市川市,下妙典,5
12203,120091,0,市川市,上妙典,5
12204,120092,16377,船橋市,宮本,4
12204,120093,14097,船橋市,東船橋,4
12204,120094,5416,船橋市,市場,4
12204,120095,518,船橋市,東町,4
12204,120096,5131,船橋市,駿河台,4
12204,120097,10573,船橋市,浜町,4
12204,120098,3071,船橋市,若松,4
12204,120099,7252,船橋市,湊町,4
12204,120100,1242,船橋市,日の出,4
12204,120101,2693,船橋市,栄町,4
12204,120102,0,船橋市,西浦,4
12204,120103,312,船橋市,高瀬町,4
12204,120104,0,船橋市,潮見町,4
12204,120105,18572,船橋市,本町,4
12204,120106,2900,船橋市,南本町,4
12204,120107,17728,船橋市,海神,4
12204,120108,444,船橋市,海神町東,4
12204,120109,648,船橋市,海神町西,4
12204,120110,5922,船橋市,海神町南,4
12204,120111,2280,船橋市,海神町,4
12204,120112,273,船橋市,南海神,4
12204,120113,15826,船橋市,西船,4
12204,120114,2590,船橋市,山野町,4
12204,120115,6041,船橋市,印内,4
12204,120116,1828,船橋市,印内町,4
12204,120117,0,船橋市,古作町,4
12204,120118,2105,船橋市,葛飾町,4
12204,120119,5266,船橋市,本郷町,4
12204,120120,6068,船橋市,東中山,4
12204,120121,2225,船橋市,古作,4
12204,120122,4449,船橋市,二子町,4
12204,120123,15292,船橋市,本中山,4
12204,120124,13855,船橋市,北本町,4
12204,120125,6669,船橋市,山手,4
12204,120126,7472,船橋市,旭町,4
12204,120127,7620,船橋市,前貝塚町,4
12204,120128,2469,船橋市,行田町,4
12204,120129,7810,船橋市,行田,4
12204,120130,15477,船橋市,藤原,4
12204,120131,13313,船橋市,上山町,4
12204,120132,3138,船橋市,馬込町,4
12204,120133,10952,船橋市,丸山,4
12204,120134,16303,船橋市,夏見,4
12204,120135,9825,船橋市,夏見台,4
12204,120136,79,船橋市,夏見町,4
12204,120137,367,船橋市,米ケ崎町,4
12204,120138,1720,船橋市,高根町,4
12204,120139,2184,船橋市,金杉台,4
12204,120140,469,船橋市,金杉町,4
12204,120141,3109,船橋市,緑台,4
12204,120142,7500,船橋市,金杉,4
12204,120143,8977,船橋市,二和東,14
12204,120144,6650,船橋市,二和西,14
12204,120145,69,船橋市,三咲町,14
12204,120146,10254,船橋市,三咲,14
12204,120147,6584,船橋市,南三咲,14
12204,120148,61,船橋市,八木が谷町,14
12204,120149,6219,船橋市,高野台,14
12204,120150,5048,船橋市,八木が谷,14
12204,120151,2633,船橋市,みやぎ台,14
12204,120152,9022,船橋市,咲が丘,14
12204,120153,15213,船橋市,前原東,14
12204,120154,26637,船橋市,前原西,14
12204,120155,4684,船橋市,中野木,14
12204,120156,691,船橋市,滝台町,14
12204,120157,19256,船橋市,飯山満町,14
12204,120158,6099,船橋市,二宮,14
12204,120159,2401,船橋市,滝台,14
12204,120160,192,船橋市,薬園台町,14
12204,120161,2703,船橋市,七林町,14
12204,120162,15209,船橋市,薬円台,14
12204,120163,17248,船橋市,三山,14
12204,120164,12248,船橋市,田喜野井,14
12204,120165,4572,船橋市,習志野,14
12204,120166,13593,船橋市,高根台,14
12204,120167,16014,船橋市,芝山,14
12204,120168,9391,船橋市,新高根,14
12204,120169,12318,船橋市,松が丘,14
12204,120170,91,船橋市,大穴町,14
12204,120171,5967,船橋市,大穴南,14
12204,120172,7328,船橋市,大穴北,14
12204,120173,257,船橋市,習志野台,14
12204,120174,8543,船橋市,西習志野,14
12204,120175,34727,船橋市,習志野台,14
12204,120176,392,船橋市,神保町,14
12204,120177,198,船橋市,大神保町,14
12204,120178,6208,船橋市,小室町,14
12204,120179,224,船橋市,小野田町,14
12204,120180,189,船橋市,車方町,14
12204,120181,322,船橋市,鈴身町,14
12204,120182,1594,船橋市,豊富町,14
12204,120183,1233,船橋市,金堀町,14
12204,120184,664,船橋市,楠が山町,14
12204,120185,1479,船橋市,古和釜町,14
12204,120186,8469,船橋市,坪井東,14
12204,120187,1891,船橋市,坪井西,14
12204,120188,2408,船橋市,坪井町,14
12204,120189,2352,船橋市,馬込西,4
12205,120190,44869,館山市,-,12
12206,120191,133900,木更津市,-,12
12207,120192,482719,松戸市,-,6
12208,120193,149475,野田市,-,7
12210,120194,85616,茂原市,-,11
12211,120195,127741,成田市,-,10
12212,120196,165678,佐倉市,-,9
12213,120197,56848,東金市,-,11
12215,120198,62425,旭市,-,10
12216,120199,172163,習志野市,-,14
12217,120200,418586,柏市,-,8
12218,120201,16762,勝浦市,-,11
12219,120202,264480,市原市,-,3
12220,120203,197104,流山市,-,7
12221,120204,194131,八千代市,-,2
12222,120205,128887,我孫子市,-,13
12223,120206,31609,鴨川市,-,12
12224,120207,108444,鎌ケ谷市,-,13
12225,120208,81488,君津市,-,12
12226,120209,42012,富津市,-,12
12227,120210,167671,浦安市,-,5
12228,120211,91522,四街道市,-,9
12229,120212,63215,袖ケ浦市,-,12
12230,120213,65350,八街市,-,9
12231,120214,100653,印西市,-,13
12232,120215,61324,白井市,-,13
12233,120216,46984,富里市,-,13
12234,120217,35469,南房総市,-,12
12235,120218,34633,匝瑳市,-,10
12236,120219,71515,香取市,-,10
12237,120220,47537,山武市,-,11
12238,120221,35101,いすみ市,-,11
12239,120222,47553,大網白里市,-,11
12322,12320,20300,酒々井町,-,13
12329,12320,19880,栄町,-,13
12342,12340,5691,神崎町,-,10
12347,12340,13334,多古町,-,10
12349,12340,12992,東庄町,-,10
12403,12400,14349,九十九里町,-,11
12409,12400,6847,芝山町,-,11
12410,12400,21760,横芝光町,-,11
12421,12420,11772,一宮町,-,11
12422,12420,6718,睦沢町,-,11
12423,12420,13715,長生村,-,11
12424,12420,10222,白子町,-,11
12426,12420,6651,長柄町,-,11
12427,12420,7172,長南町,-,11
12441,12440,8793,大多喜町,-,11
12443,12440,6841,御宿町,-,11
12463,12460,6930,鋸南町,-,12
