pre_gappei_code,old_mun_name,code,gun_code,pop,mun_name,lh_2022
25201,-,25201,250001,341035,大津市,1
25202,-,25202,250002,111373,彦根市,2
25203,-,25203,250003,110383,長浜市,2
25204,-,25204,250004,79746,近江八幡市,2
25206,-,25206,250005,141607,草津市,3
25207,-,25207,250006,82211,守山市,3
25208,-,25208,250007,67523,栗東市,3
25209,-,25209,250008,85157,甲賀市,3
25210,-,25210,250009,49914,野洲市,3
25211,-,25211,250010,51377,湖南市,3
25212,-,25212,250011,45915,高島市,1
25205,旧八日市市,25213,250012,43179,東近江市,2
25382,旧蒲生町,25213,250013,13793,東近江市,2
25401,旧永源寺町,25213,250014,4938,東近江市,2
25402,旧五個荘町,25213,250015,11845,東近江市,2
25403,旧能登川町,25213,250016,22726,東近江市,2
25421,旧愛東町,25213,250017,4642,東近江市,2
25422,旧湖東町,25213,250018,8159,東近江市,2
25214,-,25214,250019,36701,米原市,2
25383,-,25383,25380,20407,日野町,2
25384,-,25384,25380,11691,竜王町,2
25425,-,25425,25420,20095,愛荘町,2
25441,-,25441,25440,6944,豊郷町,2
25442,-,25442,25440,6307,甲良町,2
25443,-,25443,25440,7237,多賀町,2
