draw,district,total_pop,chain,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,mun_split,gun_split,koiki_split,max_to_min
14,2,426412, 1,0.07733,0.8879,0.10107,65386,16186, 81572,18788,41792,54000, 91026,0.3605,0.08923,0.4497,0.8016,0.7768,0.8128,0.6612,0.6017,0.4726,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667, 0.1667, 0.1667,-0.1667,0,0,0,1.166
14,3,497333, 1,0.07733,0.8879,0.08150,77262,18912, 96173,23437,57302,70905,111234,0.3546,0.08679,0.4413,0.8034,0.7673,0.8041,0.6266,0.5756,0.4637,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667, 0.1667, 0.1667,-0.1667,0,0,0,1.166
16,1,522737, 1,0.17787,0.8879,0.09674,82407,20876,103284,23481,54050,69427,113885,0.3617,0.09162,0.4533,0.7979,0.7783,0.8148,0.6565,0.5980,0.4756,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
16,2,482642, 1,0.17787,0.8879,0.10543,66662,18405, 85067,22125,53190,67049,107624,0.3284,0.09065,0.4190,0.7837,0.7508,0.7936,0.6153,0.5592,0.4415,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
16,3,379526, 1,0.17787,0.8879,0.09993,64880,12956, 77836,18553,41248,51158, 79314,0.3948,0.07883,0.4736,0.8336,0.7777,0.8076,0.6536,0.6034,0.4953,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
18,1,522737, 1,0.17787,0.8879,0.09674,82407,20876,103284,23481,54050,69427,113885,0.3617,0.09162,0.4533,0.7979,0.7783,0.8148,0.6565,0.5980,0.4756,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
18,2,482642, 1,0.17787,0.8879,0.10543,66662,18405, 85067,22125,53190,67049,107624,0.3284,0.09065,0.4190,0.7837,0.7508,0.7936,0.6153,0.5592,0.4415,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
18,3,379526, 1,0.17787,0.8879,0.09993,64880,12956, 77836,18553,41248,51158, 79314,0.3948,0.07883,0.4736,0.8336,0.7777,0.8076,0.6536,0.6034,0.4953,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
19,1,522737, 1,0.17787,0.8879,0.09674,82407,20876,103284,23481,54050,69427,113885,0.3617,0.09162,0.4533,0.7979,0.7783,0.8148,0.6565,0.5980,0.4756,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
19,2,482642, 1,0.17787,0.8879,0.10543,66662,18405, 85067,22125,53190,67049,107624,0.3284,0.09065,0.4190,0.7837,0.7508,0.7936,0.6153,0.5592,0.4415,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
19,3,379526, 1,0.17787,0.8879,0.09993,64880,12956, 77836,18553,41248,51158, 79314,0.3948,0.07883,0.4736,0.8336,0.7777,0.8076,0.6536,0.6034,0.4953,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.377
22,1,482642, 1,0.09901,0.8707,0.10543,66662,18405, 85067,22125,53190,67049,107624,0.3284,0.09065,0.4190,0.7837,0.7508,0.7936,0.6153,0.5592,0.4415,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.169
22,2,486335, 1,0.09901,0.8707,0.05935,82543,16944, 99487,23273,52690,65718,102149,0.3916,0.08038,0.4720,0.8297,0.7801,0.8105,0.6538,0.6022,0.4934,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.169
22,3,415928, 1,0.09901,0.8707,0.10945,64744,16888, 81633,18761,42607,54867, 91050,0.3569,0.09310,0.4500,0.7931,0.7754,0.8132,0.6571,0.5980,0.4727,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.169
28,1,373082, 1,0.19182,0.8966,0.06704,57311,13506, 70816,17419,39410,49758, 78209,0.3673,0.08656,0.4539,0.8093,0.7670,0.8026,0.6425,0.5873,0.4752,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667, 0.1667,-0.1667, 0.1667,0,0,0,1.431
28,2,477789, 1,0.19182,0.8966,0.12955,72299,18716, 91015,21088,47108,61117,102636,0.3551,0.09192,0.4470,0.7944,0.7742,0.8119,0.6590,0.5983,0.4700,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667, 0.1667,-0.1667, 0.1667,0,0,0,1.431
28,3,534034, 1,0.19182,0.8966,0.07895,84340,20016,104356,25652,61970,76759,119978,0.3580,0.08497,0.4430,0.8082,0.7668,0.8027,0.6274,0.5762,0.4652,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667, 0.1667,-0.1667, 0.1667,0,0,0,1.431
41,1,392632, 1,0.14948,0.9224,0.20957,57323,14398, 71721,17026,37791,49528, 83481,0.3508,0.08810,0.4389,0.7993,0.7710,0.8082,0.6549,0.5915,0.4621,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
41,2,494940, 1,0.14948,0.9224,0.05500,79365,18927, 98293,23696,53395,67201,106108,0.3711,0.08849,0.4596,0.8075,0.7701,0.8058,0.6480,0.5939,0.4809,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
41,3,497333, 1,0.14948,0.9224,0.08150,77262,18912, 96173,23437,57302,70905,111234,0.3546,0.08679,0.4413,0.8034,0.7673,0.8041,0.6266,0.5756,0.4637,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
47,1,472107, 1,0.14948,0.8966,0.08041,73044,20118, 93161,22422,54616,67737,107722,0.3461,0.09533,0.4414,0.7841,0.7651,0.8060,0.6304,0.5790,0.4638,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.325
47,2,520166, 1,0.14948,0.8966,0.05956,83584,17721,101305,24711,56081,70369,109620,0.3786,0.08028,0.4589,0.8251,0.7719,0.8039,0.6437,0.5901,0.4803,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.325
47,3,392632, 1,0.14948,0.8966,0.20957,57323,14398, 71721,17026,37791,49528, 83481,0.3508,0.08810,0.4389,0.7993,0.7710,0.8082,0.6549,0.5915,0.4621,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.325
50,1,509936, 1,0.15014,0.8966,0.09167,80418,20421,100839,22926,52747,67778,111276,0.3613,0.09175,0.4531,0.7975,0.7782,0.8148,0.6566,0.5980,0.4754,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.300
50,2,482642, 1,0.15014,0.8966,0.10543,66662,18405, 85067,22125,53190,67049,107624,0.3284,0.09065,0.4190,0.7837,0.7508,0.7936,0.6153,0.5592,0.4415,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.300
50,3,392327, 1,0.15014,0.8966,0.08574,66870,13411, 80281,19108,42550,52807, 81923,0.3942,0.07906,0.4733,0.8330,0.7778,0.8078,0.6536,0.6032,0.4949,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.300
51,1,509936, 1,0.15014,0.8966,0.09167,80418,20421,100839,22926,52747,67778,111276,0.3613,0.09175,0.4531,0.7975,0.7782,0.8148,0.6566,0.5980,0.4754,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.300
51,2,482642, 1,0.15014,0.8966,0.10543,66662,18405, 85067,22125,53190,67049,107624,0.3284,0.09065,0.4190,0.7837,0.7508,0.7936,0.6153,0.5592,0.4415,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.300
51,3,392327, 1,0.15014,0.8966,0.08574,66870,13411, 80281,19108,42550,52807, 81923,0.3942,0.07906,0.4733,0.8330,0.7778,0.8078,0.6536,0.6032,0.4949,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,1,0,0,1.300
53,1,520166, 1,0.14948,0.8966,0.05956,83584,17721,101305,24711,56081,70369,109620,0.3786,0.08028,0.4589,0.8251,0.7719,0.8039,0.6437,0.5901,0.4803,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.325
53,2,472107, 1,0.14948,0.8966,0.08041,73044,20118, 93161,22422,54616,67737,107722,0.3461,0.09533,0.4414,0.7841,0.7651,0.8060,0.6304,0.5790,0.4638,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.325
53,3,392632, 1,0.14948,0.8966,0.20957,57323,14398, 71721,17026,37791,49528, 83481,0.3508,0.08810,0.4389,0.7993,0.7710,0.8082,0.6549,0.5915,0.4621,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.325
55,1,459697, 1,0.07733,0.8966,0.06083,72912,16483, 89395,22023,49212,62363, 98200,0.3713,0.08393,0.4552,0.8157,0.7681,0.8024,0.6450,0.5891,0.4765,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.162
55,2,427875, 1,0.07733,0.8966,0.11847,63776,16842, 80618,18699,41974,54367, 91389,0.3525,0.09309,0.4456,0.7911,0.7733,0.8117,0.6576,0.5972,0.4687,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.162
55,3,497333, 1,0.07733,0.8966,0.08150,77262,18912, 96173,23437,57302,70905,111234,0.3546,0.08679,0.4413,0.8034,0.7673,0.8041,0.6266,0.5756,0.4637,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.162
58,1,482642, 1,0.04551,0.8707,0.10543,66662,18405, 85067,22125,53190,67049,107624,0.3284,0.09065,0.4190,0.7837,0.7508,0.7936,0.6153,0.5592,0.4415,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.077
58,2,454237, 1,0.04551,0.8707,0.07484,76493,15612, 92104,21795,48851,60781, 94540,0.3920,0.08000,0.4720,0.8305,0.7783,0.8087,0.6534,0.6025,0.4935,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.077
58,3,448026, 1,0.04551,0.8707,0.15489,70795,18220, 89016,20239,46446,59804, 98659,0.3593,0.09247,0.4517,0.7953,0.7777,0.8148,0.6571,0.5981,0.4743,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.077
65,1,392632, 1,0.14948,0.9224,0.20957,57323,14398, 71721,17026,37791,49528, 83481,0.3508,0.08810,0.4389,0.7993,0.7710,0.8082,0.6549,0.5915,0.4621,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
65,2,494940, 1,0.14948,0.9224,0.05500,79365,18927, 98293,23696,53395,67201,106108,0.3711,0.08849,0.4596,0.8075,0.7701,0.8058,0.6480,0.5939,0.4809,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
65,3,497333, 1,0.14948,0.9224,0.08150,77262,18912, 96173,23437,57302,70905,111234,0.3546,0.08679,0.4413,0.8034,0.7673,0.8041,0.6266,0.5756,0.4637,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
66,1,528557, 1,0.14497,0.8707,0.10323,77421,20515, 97936,24333,58497,73467,117832,0.3410,0.09035,0.4313,0.7905,0.7609,0.8010,0.6261,0.5714,0.4539,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.294
66,2,448026, 1,0.14497,0.8707,0.15489,70795,18220, 89016,20239,46446,59804, 98659,0.3593,0.09247,0.4517,0.7953,0.7777,0.8148,0.6571,0.5981,0.4743,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.294
66,3,408322, 1,0.14497,0.8707,0.09121,65734,13501, 79235,19587,43544,54363, 84332,0.3842,0.07891,0.4631,0.8296,0.7705,0.8018,0.6454,0.5931,0.4844,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.294
69,1,439985, 1,0.19637,0.8793,0.07586,64429,18498, 82926,20812,50713,63096,100325,0.3344,0.09600,0.4304,0.7769,0.7559,0.7994,0.6205,0.5679,0.4525,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667, 0.1667,1,0,0,1.407
69,2,392632, 1,0.19637,0.8793,0.20957,57323,14398, 71721,17026,37791,49528, 83481,0.3508,0.08810,0.4389,0.7993,0.7710,0.8082,0.6549,0.5915,0.4621,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667, 0.1667,1,0,0,1.407
69,3,552288, 1,0.19637,0.8793,0.05370,92199,19341,111540,26321,59984,75010,117017,0.3856,0.08089,0.4665,0.8266,0.7780,0.8091,0.6503,0.5979,0.4880,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667, 0.1667,1,0,0,1.407
71,1,528557, 1,0.14497,0.8707,0.10323,77421,20515, 97936,24333,58497,73467,117832,0.3410,0.09035,0.4313,0.7905,0.7609,0.8010,0.6261,0.5714,0.4539,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.294
71,2,448026, 1,0.14497,0.8707,0.15489,70795,18220, 89016,20239,46446,59804, 98659,0.3593,0.09247,0.4517,0.7953,0.7777,0.8148,0.6571,0.5981,0.4743,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.294
71,3,408322, 1,0.14497,0.8707,0.09121,65734,13501, 79235,19587,43544,54363, 84332,0.3842,0.07891,0.4631,0.8296,0.7705,0.8018,0.6454,0.5931,0.4844,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.294
73,1,392632, 1,0.14948,0.9224,0.20957,57323,14398, 71721,17026,37791,49528, 83481,0.3508,0.08810,0.4389,0.7993,0.7710,0.8082,0.6549,0.5915,0.4621,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
73,2,494940, 1,0.14948,0.9224,0.05500,79365,18927, 98293,23696,53395,67201,106108,0.3711,0.08849,0.4596,0.8075,0.7701,0.8058,0.6480,0.5939,0.4809,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
73,3,497333, 1,0.14948,0.9224,0.08150,77262,18912, 96173,23437,57302,70905,111234,0.3546,0.08679,0.4413,0.8034,0.7673,0.8041,0.6266,0.5756,0.4637,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.267
76,1,454237, 1,0.04551,0.8707,0.07484,76493,15612, 92104,21795,48851,60781, 94540,0.3920,0.08000,0.4720,0.8305,0.7783,0.8087,0.6534,0.6025,0.4935,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.077
76,2,448026, 1,0.04551,0.8707,0.15489,70795,18220, 89016,20239,46446,59804, 98659,0.3593,0.09247,0.4517,0.7953,0.7777,0.8148,0.6571,0.5981,0.4743,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.077
76,3,482642, 1,0.04551,0.8707,0.10543,66662,18405, 85067,22125,53190,67049,107624,0.3284,0.09065,0.4190,0.7837,0.7508,0.7936,0.6153,0.5592,0.4415,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.077
78,1,392632, 1,0.15683,0.9138,0.20957,57323,14398, 71721,17026,37791,49528, 83481,0.3508,0.08810,0.4389,0.7993,0.7710,0.8082,0.6549,0.5915,0.4621,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.360
78,2,458239, 1,0.15683,0.9138,0.06035,72287,17823, 90110,21481,48727,61347, 97364,0.3684,0.09083,0.4592,0.8023,0.7710,0.8076,0.6491,0.5950,0.4807,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.360
78,3,534034, 1,0.15683,0.9138,0.07895,84340,20016,104356,25652,61970,76759,119978,0.3580,0.08497,0.4430,0.8082,0.7668,0.8027,0.6274,0.5762,0.4652,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667,-0.1667,-0.1667,-0.1667, 0.1667,0,0,0,1.360
81,1,509887, 1,0.16178,0.8879,0.16297,78350,20048, 98398,22565,50947,66055,110245,0.3573,0.09144,0.4488,0.7963,0.7764,0.8135,0.6589,0.5983,0.4716,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.318
81,2,488068, 1,0.16178,0.8879,0.07102,77533,16389, 93922,23234,52242,65431,102011,0.3780,0.07991,0.4579,0.8255,0.7695,0.8017,0.6426,0.5894,0.4794,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.318
81,3,386950, 1,0.16178,0.8879,0.11543,58067,15800, 73867,18360,45299,56148, 88567,0.3399,0.09248,0.4323,0.7861,0.7598,0.8009,0.6199,0.5681,0.4548,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.318
83,1,363892, 1,0.21173,0.9052,0.07620,56194,12787, 68982,17558,38836,48898, 76533,0.3688,0.08393,0.4527,0.8147,0.7620,0.7972,0.6398,0.5852,0.4741,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667, 0.1667, 0.1667,-0.1667,1,0,0,1.439
83,2,497333, 1,0.21173,0.9052,0.08150,77262,18912, 96173,23437,57302,70905,111234,0.3546,0.08679,0.4413,0.8034,0.7673,0.8041,0.6266,0.5756,0.4637,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667, 0.1667, 0.1667,-0.1667,1,0,0,1.439
83,3,523680, 1,0.21173,0.9052,0.13256,80494,20538,101032,23164,52350,67831,113056,0.3578,0.09130,0.4491,0.7967,0.7766,0.8135,0.6587,0.5983,0.4719,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389, 0.1667, 0.1667, 0.1667, 0.1667,-0.1667,1,0,0,1.439
86,1,520166, 1,0.16178,0.9052,0.05956,83584,17721,101305,24711,56081,70369,109620,0.3786,0.08028,0.4589,0.8251,0.7719,0.8039,0.6437,0.5901,0.4803,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.344
86,2,477789, 1,0.16178,0.9052,0.12955,72299,18716, 91015,21088,47108,61117,102636,0.3551,0.09192,0.4470,0.7944,0.7742,0.8119,0.6590,0.5983,0.4700,3,3,3,3,0,0.03866,0.1116,-0.2162,-0.3269,0.4389,-0.1667, 0.1667,-0.1667,-0.1667,-0.1667,0,0,0,1.344
