draw,district,total_pop,chain,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,mun_split,gun_split,koiki_split,max_to_min
2162,2,465687, 1,0.01617,0.9649,0.12157, 61719,34452, 96171,14456,37535,47612,79108,0.3348,0.1869,0.5217,0.6418,0.8102,0.8693,0.7193,0.6689,0.5487,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2166,1,394534, 1,0.13909,0.9561,0.04702, 81991,28103,110094,13523,35713,42249,68798,0.4381,0.1501,0.5882,0.7448,0.8585,0.8907,0.7551,0.7227,0.6154,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.323
2166,2,522021, 1,0.13909,0.9561,0.11333, 72268,38206,110474,16280,42527,53658,89087,0.3447,0.1822,0.5270,0.6542,0.8162,0.8716,0.7221,0.6731,0.5536,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.323
2167,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2167,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2168,1,394534, 1,0.13909,0.9561,0.04702, 81991,28103,110094,13523,35713,42249,68798,0.4381,0.1501,0.5882,0.7448,0.8585,0.8907,0.7551,0.7227,0.6154,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.323
2168,2,522021, 1,0.13909,0.9561,0.11333, 72268,38206,110474,16280,42527,53658,89087,0.3447,0.1822,0.5270,0.6542,0.8162,0.8716,0.7221,0.6731,0.5536,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.323
2171,1,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2171,2,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2174,1,562871, 1,0.22823,0.9737,0.05008,108771,40511,149283,18772,49395,58822,96673,0.4228,0.1575,0.5803,0.7287,0.8529,0.8884,0.7514,0.7174,0.6070,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2174,2,353684, 1,0.22823,0.9737,0.08978, 45488,25797, 71285,11031,28845,37084,61212,0.3260,0.1849,0.5109,0.6381,0.8048,0.8660,0.7119,0.6578,0.5380,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2177,1,367680, 1,0.19769,0.9561,0.05018, 77484,26374,103857,12157,32634,38819,62646,0.4447,0.1514,0.5960,0.7461,0.8645,0.8953,0.7610,0.7280,0.6238,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.493
2177,2,548875, 1,0.19769,0.9561,0.12731, 76776,39935,116710,17646,45606,57087,95239,0.3450,0.1794,0.5244,0.6578,0.8131,0.8687,0.7190,0.6715,0.5507,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.493
2178,1,394534, 1,0.13909,0.9561,0.04702, 81991,28103,110094,13523,35713,42249,68798,0.4381,0.1501,0.5882,0.7448,0.8585,0.8907,0.7551,0.7227,0.6154,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.323
2178,2,522021, 1,0.13909,0.9561,0.11333, 72268,38206,110474,16280,42527,53658,89087,0.3447,0.1822,0.5270,0.6542,0.8162,0.8716,0.7221,0.6731,0.5536,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.323
2191,1,450868, 1,0.01617,0.9649,0.04707, 92541,31856,124397,15346,40705,48295,78777,0.4355,0.1499,0.5855,0.7440,0.8578,0.8902,0.7535,0.7204,0.6123,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2191,2,465687, 1,0.01617,0.9649,0.12157, 61719,34452, 96171,14456,37535,47612,79108,0.3348,0.1869,0.5217,0.6418,0.8102,0.8693,0.7193,0.6689,0.5487,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2194,1,367680, 1,0.19769,0.9561,0.05018, 77484,26374,103857,12157,32634,38819,62646,0.4447,0.1514,0.5960,0.7461,0.8645,0.8953,0.7610,0.7280,0.6238,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.493
2194,2,548875, 1,0.19769,0.9561,0.12731, 76776,39935,116710,17646,45606,57087,95239,0.3450,0.1794,0.5244,0.6578,0.8131,0.8687,0.7190,0.6715,0.5507,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.493
2195,1,367680, 1,0.19769,0.9561,0.05018, 77484,26374,103857,12157,32634,38819,62646,0.4447,0.1514,0.5960,0.7461,0.8645,0.8953,0.7610,0.7280,0.6238,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.493
2195,2,548875, 1,0.19769,0.9561,0.12731, 76776,39935,116710,17646,45606,57087,95239,0.3450,0.1794,0.5244,0.6578,0.8131,0.8687,0.7190,0.6715,0.5507,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.493
2202,1,359459, 1,0.21563,0.9561,0.04761, 75374,25620,100994,11880,31820,37852,61057,0.4443,0.1510,0.5954,0.7464,0.8639,0.8948,0.7605,0.7274,0.6232,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.550
2202,2,557096, 1,0.21563,0.9561,0.13657, 78885,40689,119574,17923,46420,58054,96828,0.3472,0.1791,0.5263,0.6597,0.8149,0.8697,0.7204,0.6732,0.5526,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.550
2208,1,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2208,2,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2212,1,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2212,2,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2217,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2217,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2220,1,562871, 1,0.22823,0.9737,0.05008,108771,40511,149283,18772,49395,58822,96673,0.4228,0.1575,0.5803,0.7287,0.8529,0.8884,0.7514,0.7174,0.6070,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2220,2,353684, 1,0.22823,0.9737,0.08978, 45488,25797, 71285,11031,28845,37084,61212,0.3260,0.1849,0.5109,0.6381,0.8048,0.8660,0.7119,0.6578,0.5380,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2230,1,562871, 1,0.22823,0.9737,0.05008,108771,40511,149283,18772,49395,58822,96673,0.4228,0.1575,0.5803,0.7287,0.8529,0.8884,0.7514,0.7174,0.6070,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2230,2,353684, 1,0.22823,0.9737,0.08978, 45488,25797, 71285,11031,28845,37084,61212,0.3260,0.1849,0.5109,0.6381,0.8048,0.8660,0.7119,0.6578,0.5380,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2231,1,450868, 1,0.01617,0.9649,0.04707, 92541,31856,124397,15346,40705,48295,78777,0.4355,0.1499,0.5855,0.7440,0.8578,0.8902,0.7535,0.7204,0.6123,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2231,2,465687, 1,0.01617,0.9649,0.12157, 61719,34452, 96171,14456,37535,47612,79108,0.3348,0.1869,0.5217,0.6418,0.8102,0.8693,0.7193,0.6689,0.5487,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2236,1,353684, 1,0.22823,0.9737,0.08978, 45488,25797, 71285,11031,28845,37084,61212,0.3260,0.1849,0.5109,0.6381,0.8048,0.8660,0.7119,0.6578,0.5380,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2236,2,562871, 1,0.22823,0.9737,0.05008,108771,40511,149283,18772,49395,58822,96673,0.4228,0.1575,0.5803,0.7287,0.8529,0.8884,0.7514,0.7174,0.6070,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2238,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2238,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2243,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2243,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2245,1,562871, 1,0.22823,0.9737,0.05008,108771,40511,149283,18772,49395,58822,96673,0.4228,0.1575,0.5803,0.7287,0.8529,0.8884,0.7514,0.7174,0.6070,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2245,2,353684, 1,0.22823,0.9737,0.08978, 45488,25797, 71285,11031,28845,37084,61212,0.3260,0.1849,0.5109,0.6381,0.8048,0.8660,0.7119,0.6578,0.5380,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2255,1,490003, 1,0.06923,0.9211,0.06055, 67996,35354,103351,15123,39397,50063,83259,0.3465,0.1802,0.5267,0.6579,0.8181,0.8724,0.7240,0.6737,0.5538,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.149
2255,2,426552, 1,0.06923,0.9211,0.04837, 86263,30954,117217,14680,38843,45844,74626,0.4301,0.1543,0.5844,0.7360,0.8546,0.8888,0.7512,0.7189,0.6110,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.149
2256,1,359459, 1,0.21563,0.9561,0.04761, 75374,25620,100994,11880,31820,37852,61057,0.4443,0.1510,0.5954,0.7464,0.8639,0.8948,0.7605,0.7274,0.6232,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.550
2256,2,557096, 1,0.21563,0.9561,0.13657, 78885,40689,119574,17923,46420,58054,96828,0.3472,0.1791,0.5263,0.6597,0.8149,0.8697,0.7204,0.6732,0.5526,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.550
2258,1,548875, 1,0.19769,0.9561,0.12731, 76776,39935,116710,17646,45606,57087,95239,0.3450,0.1794,0.5244,0.6578,0.8131,0.8687,0.7190,0.6715,0.5507,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.493
2258,2,367680, 1,0.19769,0.9561,0.05018, 77484,26374,103857,12157,32634,38819,62646,0.4447,0.1514,0.5960,0.7461,0.8645,0.8953,0.7610,0.7280,0.6238,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.493
2259,1,562871, 1,0.22823,0.9737,0.05008,108771,40511,149283,18772,49395,58822,96673,0.4228,0.1575,0.5803,0.7287,0.8529,0.8884,0.7514,0.7174,0.6070,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2259,2,353684, 1,0.22823,0.9737,0.08978, 45488,25797, 71285,11031,28845,37084,61212,0.3260,0.1849,0.5109,0.6381,0.8048,0.8660,0.7119,0.6578,0.5380,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2265,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2265,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2271,1,428198, 1,0.06564,0.9386,0.05770, 59401,30625, 90026,13340,34838,44474,73687,0.3451,0.1779,0.5230,0.6598,0.8166,0.8710,0.7210,0.6693,0.5499,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.140
2271,2,488357, 1,0.06564,0.9386,0.05360, 94858,35683,130542,16463,43402,51432,84199,0.4222,0.1588,0.5810,0.7267,0.8522,0.8881,0.7505,0.7174,0.6079,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.140
2274,1,455381, 1,0.00632,0.9474,0.07159, 60413,32772, 93185,14084,36767,46784,77587,0.3362,0.1824,0.5185,0.6483,0.8110,0.8687,0.7171,0.6658,0.5457,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.013
2274,2,461174, 1,0.00632,0.9474,0.05125, 93846,33537,127383,15719,41473,49122,80299,0.4323,0.1545,0.5868,0.7368,0.8566,0.8902,0.7544,0.7217,0.6134,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.013
2275,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2275,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2276,1,368133, 1,0.19670,0.9474,0.04973, 76518,26274,102792,12761,33897,39938,64714,0.4366,0.1499,0.5865,0.7444,0.8572,0.8896,0.7521,0.7202,0.6137,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.490
2276,2,548422, 1,0.19670,0.9474,0.09385, 77742,40034,117776,17042,44342,55969,93171,0.3509,0.1807,0.5316,0.6601,0.8202,0.8736,0.7265,0.6779,0.5583,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.490
2294,1,514758, 1,0.12325,0.9474,0.05066,100332,37512,137844,17225,45217,53743,88283,0.4241,0.1586,0.5826,0.7279,0.8535,0.8890,0.7530,0.7195,0.6096,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.281
2294,2,401797, 1,0.12325,0.9474,0.06812, 53927,28797, 82724,12577,33023,42163,69603,0.3366,0.1797,0.5163,0.6519,0.8109,0.8680,0.7147,0.6624,0.5431,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.281
2297,1,506537, 1,0.10531,0.9298,0.04535, 98222,36758,134980,16949,44402,52776,86694,0.4234,0.1585,0.5819,0.7277,0.8529,0.8885,0.7525,0.7189,0.6089,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.235
2297,2,410018, 1,0.10531,0.9298,0.06895, 56037,29551, 85588,12854,33837,43130,71191,0.3399,0.1793,0.5192,0.6547,0.8134,0.8694,0.7167,0.6649,0.5459,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.235
2307,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2307,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2315,1,514758, 1,0.12325,0.9474,0.05066,100332,37512,137844,17225,45217,53743,88283,0.4241,0.1586,0.5826,0.7279,0.8535,0.8890,0.7530,0.7195,0.6096,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.281
2315,2,401797, 1,0.12325,0.9474,0.06812, 53927,28797, 82724,12577,33023,42163,69603,0.3366,0.1797,0.5163,0.6519,0.8109,0.8680,0.7147,0.6624,0.5431,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.281
2316,1,562871, 1,0.22823,0.9737,0.05008,108771,40511,149283,18772,49395,58822,96673,0.4228,0.1575,0.5803,0.7287,0.8529,0.8884,0.7514,0.7174,0.6070,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2316,2,353684, 1,0.22823,0.9737,0.08978, 45488,25797, 71285,11031,28845,37084,61212,0.3260,0.1849,0.5109,0.6381,0.8048,0.8660,0.7119,0.6578,0.5380,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2330,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2330,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2331,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2331,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2332,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2332,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2333,1,394534, 1,0.13909,0.9561,0.04702, 81991,28103,110094,13523,35713,42249,68798,0.4381,0.1501,0.5882,0.7448,0.8585,0.8907,0.7551,0.7227,0.6154,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.323
2333,2,522021, 1,0.13909,0.9561,0.11333, 72268,38206,110474,16280,42527,53658,89087,0.3447,0.1822,0.5270,0.6542,0.8162,0.8716,0.7221,0.6731,0.5536,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.323
2334,1,359459, 1,0.21563,0.9561,0.04761, 75374,25620,100994,11880,31820,37852,61057,0.4443,0.1510,0.5954,0.7464,0.8639,0.8948,0.7605,0.7274,0.6232,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.550
2334,2,557096, 1,0.21563,0.9561,0.13657, 78885,40689,119574,17923,46420,58054,96828,0.3472,0.1791,0.5263,0.6597,0.8149,0.8697,0.7204,0.6732,0.5526,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.550
2337,1,562871, 1,0.22823,0.9737,0.05008,108771,40511,149283,18772,49395,58822,96673,0.4228,0.1575,0.5803,0.7287,0.8529,0.8884,0.7514,0.7174,0.6070,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2337,2,353684, 1,0.22823,0.9737,0.08978, 45488,25797, 71285,11031,28845,37084,61212,0.3260,0.1849,0.5109,0.6381,0.8048,0.8660,0.7119,0.6578,0.5380,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.591
2339,1,450868, 1,0.01617,0.9649,0.04707, 92541,31856,124397,15346,40705,48295,78777,0.4355,0.1499,0.5855,0.7440,0.8578,0.8902,0.7535,0.7204,0.6123,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2339,2,465687, 1,0.01617,0.9649,0.12157, 61719,34452, 96171,14456,37535,47612,79108,0.3348,0.1869,0.5217,0.6418,0.8102,0.8693,0.7193,0.6689,0.5487,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2349,1,450868, 1,0.01617,0.9649,0.04707, 92541,31856,124397,15346,40705,48295,78777,0.4355,0.1499,0.5855,0.7440,0.8578,0.8902,0.7535,0.7204,0.6123,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2349,2,465687, 1,0.01617,0.9649,0.12157, 61719,34452, 96171,14456,37535,47612,79108,0.3348,0.1869,0.5217,0.6418,0.8102,0.8693,0.7193,0.6689,0.5487,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.033
2351,1,509287, 1,0.11131,0.9737,0.05065,102286,36536,138822,17266,45650,54201,88689,0.4302,0.1537,0.5838,0.7368,0.8557,0.8894,0.7526,0.7192,0.6102,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2351,2,407268, 1,0.11131,0.9737,0.09683, 51973,29772, 81746,12537,32589,41706,69196,0.3268,0.1872,0.5140,0.6358,0.8057,0.8670,0.7150,0.6622,0.5416,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.250
2353,1,359459, 1,0.21563,0.9561,0.04761, 75374,25620,100994,11880,31820,37852,61057,0.4443,0.1510,0.5954,0.7464,0.8639,0.8948,0.7605,0.7274,0.6232,2,2,2,2,2,0.1763,0.262,-0.02363,-0.1061,-0.3344,0,0,0,0,0,0,0,0,1.550
