draw,district,total_pop
8,1,465687
8,2,450868
12,1,465687
12,2,450868
15,1,434773
15,2,481782
16,1,481782
16,2,434773
22,1,450868
22,2,465687
31,1,450868
31,2,465687
33,1,450868
33,2,465687
35,1,450868
35,2,465687
40,1,450868
40,2,465687
44,1,442647
44,2,473908
51,1,450868
51,2,465687
54,1,450868
54,2,465687
58,1,465687
58,2,450868
63,1,450868
63,2,465687
65,1,450868
65,2,465687
71,1,450868
71,2,465687
75,1,450868
75,2,465687
82,1,442647
82,2,473908
86,1,450868
86,2,465687
90,1,450868
90,2,465687
99,1,480136
99,2,436419
115,1,455381
115,2,461174
116,1,461174
116,2,455381
119,1,450868
119,2,465687
127,1,465687
127,2,450868
132,1,450868
132,2,465687
133,1,481782
133,2,434773
137,1,450868
137,2,465687
148,1,465687
148,2,450868
149,1,450868
149,2,465687
153,1,450868
153,2,465687
155,1,488357
155,2,428198
156,1,488357
156,2,428198
162,1,450868
162,2,465687
165,1,488357
165,2,428198
167,1,465687
167,2,450868
170,1,465687
170,2,450868
171,1,465687
171,2,450868
172,1,450868
172,2,465687
175,1,465687
175,2,450868
184,1,461174
184,2,455381
192,1,450868
192,2,465687
194,1,434773
194,2,481782
201,1,450868
201,2,465687
204,1,442647
204,2,473908
205,1,481782
205,2,434773
212,1,450868
212,2,465687
214,1,450868
214,2,465687
218,1,465687
218,2,450868
221,1,442647
221,2,473908
225,1,450868
225,2,465687
227,1,461174
227,2,455381
234,1,450868
234,2,465687
249,1,465687
249,2,450868
260,1,450868
260,2,465687
262,1,450868
262,2,465687
277,1,488357
277,2,428198
303,1,450868
303,2,465687
313,1,450868
313,2,465687
314,1,450868
314,2,465687
327,1,452953
327,2,463602
330,1,488357
330,2,428198
336,1,434773
336,2,481782
340,1,461174
340,2,455381
342,1,428198
342,2,488357
343,1,488357
343,2,428198
344,1,465687
344,2,450868
357,1,465687
357,2,450868
362,1,450868
362,2,465687
368,1,465687
368,2,450868
371,1,450868
371,2,465687
372,1,450868
372,2,465687
379,1,465687
379,2,450868
389,1,465687
389,2,450868
391,1,488357
391,2,428198
395,1,450868
395,2,465687
396,1,450868
396,2,465687
398,1,465687
398,2,450868
405,1,450868
405,2,465687
414,1,450868
414,2,465687
422,1,450868
422,2,465687
424,1,450868
424,2,465687
429,1,463602
429,2,452953
436,1,488357
436,2,428198
446,1,450868
446,2,465687
450,1,488357
450,2,428198
451,1,450868
451,2,465687
460,1,450868
460,2,465687
463,1,461174
463,2,455381
469,1,465687
469,2,450868
475,1,490003
475,2,426552
476,1,434773
476,2,481782
483,1,450868
483,2,465687
491,1,450868
491,2,465687
498,1,450868
498,2,465687
500,1,450868
500,2,465687
508,1,450868
508,2,465687
513,1,426552
513,2,490003
516,1,450868
516,2,465687
524,1,465687
524,2,450868
528,1,442647
528,2,473908
530,1,488357
530,2,428198
536,1,450868
536,2,465687
542,1,428198
542,2,488357
543,1,465687
543,2,450868
546,1,461174
546,2,455381
554,1,426552
554,2,490003
555,1,450868
555,2,465687
557,1,434773
557,2,481782
561,1,450868
561,2,465687
570,1,450868
570,2,465687
571,1,465687
571,2,450868
574,1,488357
574,2,428198
579,1,465687
579,2,450868
582,1,450868
582,2,465687
590,1,450868
590,2,465687
594,1,461174
594,2,455381
599,1,450868
599,2,465687
608,1,473908
608,2,442647
612,1,428198
612,2,488357
614,1,442647
614,2,473908
616,1,450868
616,2,465687
622,1,450868
622,2,465687
625,1,450868
625,2,465687
627,1,490003
627,2,426552
630,1,465687
630,2,450868
636,1,450868
636,2,465687
645,1,442647
645,2,473908
649,1,450868
649,2,465687
656,1,488357
656,2,428198
659,1,450868
659,2,465687
665,1,461174
665,2,455381
675,1,450868
675,2,465687
677,1,465687
677,2,450868
679,1,461174
679,2,455381
686,1,450868
686,2,465687
687,1,450868
687,2,465687
691,1,450868
691,2,465687
702,1,488357
702,2,428198
704,1,442647
704,2,473908
709,1,465687
709,2,450868
710,1,490003
710,2,426552
716,1,450868
716,2,465687
719,1,450868
719,2,465687
724,1,465687
724,2,450868
727,1,450868
727,2,465687
735,1,450868
735,2,465687
736,1,488357
736,2,428198
737,1,450868
737,2,465687
748,1,450868
748,2,465687
752,1,450868
752,2,465687
758,1,450868
758,2,465687
783,1,461174
783,2,455381
786,1,450868
786,2,465687
787,1,450868
787,2,465687
803,1,450868
803,2,465687
804,1,490003
804,2,426552
806,1,450868
806,2,465687
809,1,450868
809,2,465687
816,1,465687
816,2,450868
817,1,473908
817,2,442647
819,1,465687
819,2,450868
828,1,450868
828,2,465687
830,1,450868
830,2,465687
837,1,450868
837,2,465687
844,1,434773
844,2,481782
856,1,455381
856,2,461174
857,1,450868
857,2,465687
860,1,465687
860,2,450868
872,1,450868
872,2,465687
876,1,442647
876,2,473908
883,1,461174
883,2,455381
896,1,450868
896,2,465687
898,1,473908
898,2,442647
903,1,488357
903,2,428198
907,1,465687
907,2,450868
915,1,461174
915,2,455381
920,1,450868
920,2,465687
922,1,450868
922,2,465687
927,1,488357
927,2,428198
928,1,442647
928,2,473908
946,1,450868
946,2,465687
949,1,450868
949,2,465687
958,1,461174
958,2,455381
961,1,434773
961,2,481782
962,1,465687
962,2,450868
966,1,473908
966,2,442647
969,1,480136
969,2,436419
974,1,465687
974,2,450868
975,1,450868
975,2,465687
980,1,434773
980,2,481782
984,1,450868
984,2,465687
985,1,473908
985,2,442647
986,1,450868
986,2,465687
999,1,450868
999,2,465687
1000,1,442647
1000,2,473908
1009,1,488357
1009,2,428198
1010,1,442647
1010,2,473908
1015,1,450868
1015,2,465687
1016,1,473908
1016,2,442647
1026,1,465687
1026,2,450868
1030,1,434773
1030,2,481782
1031,1,481782
1031,2,434773
1036,1,450868
1036,2,465687
1044,1,450868
1044,2,465687
1048,1,450868
1048,2,465687
1054,1,450868
1054,2,465687
1056,1,450868
1056,2,465687
1057,1,465687
1057,2,450868
1058,1,450868
1058,2,465687
1067,1,442647
1067,2,473908
1069,1,481782
1069,2,434773
1071,1,450868
1071,2,465687
1075,1,442647
1075,2,473908
1087,1,465687
1087,2,450868
1109,1,473908
1109,2,442647
1115,1,450868
1115,2,465687
1123,1,436419
1123,2,480136
1137,1,450868
1137,2,465687
1146,1,490003
1146,2,426552
1156,1,450868
1156,2,465687
1161,1,450868
1161,2,465687
1166,1,450868
1166,2,465687
1170,1,450868
1170,2,465687
1185,1,450868
1185,2,465687
1186,1,426552
1186,2,490003
1195,1,434773
1195,2,481782
1205,1,450868
1205,2,465687
1206,1,450868
1206,2,465687
1207,1,450868
1207,2,465687
1219,1,442647
1219,2,473908
1220,1,465687
1220,2,450868
1221,1,465687
1221,2,450868
1222,1,450868
1222,2,465687
1226,1,436419
1226,2,480136
1229,1,461174
1229,2,455381
1231,1,450868
1231,2,465687
1243,1,450868
1243,2,465687
1245,1,436419
1245,2,480136
1246,1,461174
1246,2,455381
1247,1,434773
1247,2,481782
1262,1,450868
1262,2,465687
1264,1,480136
1264,2,436419
1265,1,450868
1265,2,465687
1270,1,442647
1270,2,473908
1271,1,450868
1271,2,465687
1277,1,450868
1277,2,465687
1278,1,450868
1278,2,465687
1279,1,450868
1279,2,465687
1280,1,488357
1280,2,428198
1287,1,450868
1287,2,465687
1300,1,450868
1300,2,465687
1301,1,450868
1301,2,465687
1304,1,455381
1304,2,461174
1313,1,465687
1313,2,450868
1316,1,450868
1316,2,465687
1318,1,450868
1318,2,465687
1325,1,450868
1325,2,465687
1332,1,450868
1332,2,465687
1337,1,450868
1337,2,465687
1346,1,450868
1346,2,465687
1350,1,465687
1350,2,450868
1351,1,488357
1351,2,428198
1357,1,465687
1357,2,450868
1365,1,465687
1365,2,450868
1366,1,488357
1366,2,428198
1384,1,450868
1384,2,465687
1385,1,450868
1385,2,465687
1387,1,442647
1387,2,473908
1389,1,450868
1389,2,465687
1390,1,450868
1390,2,465687
1393,1,465687
1393,2,450868
1395,1,450868
1395,2,465687
1398,1,450868
1398,2,465687
1401,1,450868
1401,2,465687
1403,1,450868
1403,2,465687
1410,1,450868
1410,2,465687
1413,1,450868
1413,2,465687
1414,1,442647
1414,2,473908
1420,1,450868
1420,2,465687
1421,1,488357
1421,2,428198
1426,1,450868
1426,2,465687
1429,1,450868
1429,2,465687
1433,1,450868
1433,2,465687
1435,1,450868
1435,2,465687
1436,1,450868
1436,2,465687
1437,1,488357
1437,2,428198
1440,1,450868
1440,2,465687
1446,1,465687
1446,2,450868
1456,1,465687
1456,2,450868
1473,1,465687
1473,2,450868
1474,1,465687
1474,2,450868
1478,1,450868
1478,2,465687
1481,1,450868
1481,2,465687
1490,1,450868
1490,2,465687
1491,1,442647
1491,2,473908
1494,1,450868
1494,2,465687
1495,1,442647
1495,2,473908
1500,1,461174
1500,2,455381
1516,1,434773
1516,2,481782
1521,1,450868
1521,2,465687
1525,1,450868
1525,2,465687
1537,1,465687
1537,2,450868
1544,1,434773
1544,2,481782
1546,1,450868
1546,2,465687
1547,1,450868
1547,2,465687
1549,1,450868
1549,2,465687
1552,1,450868
1552,2,465687
1556,1,442647
1556,2,473908
1561,1,426552
1561,2,490003
1562,1,450868
1562,2,465687
1573,1,434773
1573,2,481782
1578,1,450868
1578,2,465687
1583,1,434773
1583,2,481782
1599,1,450868
1599,2,465687
1601,1,434773
1601,2,481782
1607,1,465687
1607,2,450868
1614,1,488357
1614,2,428198
1615,1,450868
1615,2,465687
1623,1,434773
1623,2,481782
1626,1,450868
1626,2,465687
1631,1,434773
1631,2,481782
1634,1,450868
1634,2,465687
1641,1,481782
1641,2,434773
1652,1,465687
1652,2,450868
1653,1,450868
1653,2,465687
1659,1,450868
1659,2,465687
1663,1,450868
1663,2,465687
1665,1,465687
1665,2,450868
1673,1,480136
1673,2,436419
1681,1,452953
1681,2,463602
1685,1,450868
1685,2,465687
1687,1,450868
1687,2,465687
1694,1,455381
1694,2,461174
1697,1,450868
1697,2,465687
1698,1,480136
1698,2,436419
1699,1,450868
1699,2,465687
1701,1,465687
1701,2,450868
1702,1,450868
1702,2,465687
1714,1,488357
1714,2,428198
1715,1,461174
1715,2,455381
1716,1,465687
1716,2,450868
1720,1,465687
1720,2,450868
1722,1,461174
1722,2,455381
1725,1,461174
1725,2,455381
1726,1,450868
1726,2,465687
1728,1,465687
1728,2,450868
1731,1,450868
1731,2,465687
1733,1,450868
1733,2,465687
1738,1,450868
1738,2,465687
1747,1,450868
1747,2,465687
1751,1,455381
1751,2,461174
1752,1,450868
1752,2,465687
1758,1,465687
1758,2,450868
1763,1,442647
1763,2,473908
1766,1,450868
1766,2,465687
1775,1,481782
1775,2,434773
1776,1,450868
1776,2,465687
1778,1,442647
1778,2,473908
1791,1,450868
1791,2,465687
1795,1,465687
1795,2,450868
1797,1,442647
1797,2,473908
1800,1,465687
1800,2,450868
1806,1,450868
1806,2,465687
1808,1,450868
1808,2,465687
1809,1,450868
1809,2,465687
1810,1,450868
1810,2,465687
1814,1,488357
1814,2,428198
1817,1,450868
1817,2,465687
1824,1,450868
1824,2,465687
1827,1,450868
1827,2,465687
1831,1,442647
1831,2,473908
1834,1,442647
1834,2,473908
1847,1,488357
1847,2,428198
1850,1,450868
1850,2,465687
1852,1,488357
1852,2,428198
1857,1,450868
1857,2,465687
1860,1,450868
1860,2,465687
1861,1,450868
1861,2,465687
1862,1,450868
1862,2,465687
1870,1,452953
1870,2,463602
1873,1,452953
1873,2,463602
1875,1,481782
1875,2,434773
1877,1,450868
1877,2,465687
1889,1,461174
1889,2,455381
1892,1,442647
1892,2,473908
1897,1,450868
1897,2,465687
1900,1,450868
1900,2,465687
1907,1,450868
1907,2,465687
1908,1,450868
1908,2,465687
1910,1,450868
1910,2,465687
1913,1,450868
1913,2,465687
1915,1,450868
1915,2,465687
1917,1,465687
1917,2,450868
1918,1,465687
1918,2,450868
1920,1,465687
1920,2,450868
1921,1,461174
1921,2,455381
1925,1,450868
1925,2,465687
1936,1,465687
1936,2,450868
1938,1,465687
1938,2,450868
1943,1,450868
1943,2,465687
1950,1,465687
1950,2,450868
1958,1,450868
1958,2,465687
1960,1,465687
1960,2,450868
1966,1,463602
1966,2,452953
1968,1,488357
1968,2,428198
1973,1,442647
1973,2,473908
1975,1,434773
1975,2,481782
1987,1,450868
1987,2,465687
1992,1,465687
1992,2,450868
1999,1,450868
1999,2,465687
2006,1,442647
2006,2,473908
2016,1,450868
2016,2,465687
2024,1,434773
2024,2,481782
2028,1,434773
2028,2,481782
2032,1,450868
2032,2,465687
2034,1,450868
2034,2,465687
2037,1,450868
2037,2,465687
2041,1,455381
2041,2,461174
2042,1,450868
2042,2,465687
2045,1,428198
2045,2,488357
2049,1,450868
2049,2,465687
2054,1,428198
2054,2,488357
2057,1,488357
2057,2,428198
2060,1,450868
2060,2,465687
2065,1,481782
2065,2,434773
2070,1,488357
2070,2,428198
2071,1,434773
2071,2,481782
2076,1,450868
2076,2,465687
2085,1,450868
2085,2,465687
2088,1,434773
2088,2,481782
2089,1,450868
2089,2,465687
2099,1,450868
2099,2,465687
2100,1,488357
2100,2,428198
2105,1,450868
2105,2,465687
2108,1,434773
2108,2,481782
2112,1,450868
2112,2,465687
2115,1,450868
2115,2,465687
2122,1,450868
2122,2,465687
2132,1,465687
2132,2,450868
2141,1,473908
2141,2,442647
2150,1,450868
2150,2,465687
2155,1,450868
2155,2,465687
2171,1,450868
2171,2,465687
2175,1,450868
2175,2,465687
2181,1,450868
2181,2,465687
2185,1,473908
2185,2,442647
2188,1,465687
2188,2,450868
2198,1,450868
2198,2,465687
2204,1,450868
2204,2,465687
2210,1,465687
2210,2,450868
2214,1,450868
2214,2,465687
2221,1,450868
2221,2,465687
2228,1,442647
2228,2,473908
2230,1,488357
2230,2,428198
2231,1,426552
2231,2,490003
2240,1,465687
2240,2,450868
2249,1,442647
2249,2,473908
2250,1,465687
2250,2,450868
2257,1,450868
2257,2,465687
2260,1,450868
2260,2,465687
2263,1,461174
2263,2,455381
2267,1,450868
2267,2,465687
2270,1,465687
2270,2,450868
2277,1,450868
2277,2,465687
2286,1,450868
2286,2,465687
2289,1,450868
2289,2,465687
2292,1,450868
2292,2,465687
2300,1,450868
2300,2,465687
2304,1,461174
2304,2,455381
2307,1,465687
2307,2,450868
2323,1,481782
2323,2,434773
2325,1,450868
2325,2,465687
2326,1,461174
2326,2,455381
2330,1,434773
2330,2,481782
2331,1,488357
2331,2,428198
