draw,district,total_pop
15, 1,449936
15, 2,528311
15, 3,451173
15, 4,351182
15, 5,489645
15, 6,417655
15, 7,405421
15, 8,482349
15, 9,425976
15,10,433702
15,11,455400
15,12,486972
40, 1,339729
40, 2,451173
40, 3,373958
40, 4,482407
40, 5,551427
40, 6,527838
40, 7,363246
40, 8,497578
40, 9,342987
40,10,538607
40,11,453419
40,12,455353
45, 1,339729
45, 2,451173
45, 3,373958
45, 4,482407
45, 5,551427
45, 6,527838
45, 7,363246
45, 8,342987
45, 9,453419
45,10,516075
45,11,477885
45,12,497578
60, 1,451173
60, 2,339729
60, 3,392533
60, 4,529578
60, 5,436890
60, 6,551940
60, 7,344011
60, 8,468225
60, 9,538496
60,10,418055
60,11,404203
60,12,502889
66, 1,496335
66, 2,339729
66, 3,355378
66, 4,342987
66, 5,482407
66, 6,537143
66, 7,451173
66, 8,529619
66, 9,495764
66,10,363246
66,11,434023
66,12,549918
107, 1,339729
107, 2,451173
107, 3,373958
107, 4,482407
107, 5,551427
107, 6,527838
107, 7,363246
107, 8,497578
107, 9,464055
107,10,342987
107,11,453419
107,12,529905
117, 1,490544
117, 2,540547
117, 3,435468
117, 4,438834
117, 5,451173
117, 6,533679
117, 7,435900
117, 8,475809
117, 9,337712
117,10,339729
117,11,445282
117,12,453045
138, 1,522136
138, 2,392533
138, 3,474120
138, 4,482349
138, 5,549017
138, 6,403931
138, 7,492311
138, 8,339729
138, 9,461225
138,10,456661
138,11,440464
138,12,363246
139, 1,496335
139, 2,339729
139, 3,355378
139, 4,342987
139, 5,482407
139, 6,537143
139, 7,451173
139, 8,363246
139, 9,459086
139,10,529619
139,11,495764
139,12,524855
147, 1,496335
147, 2,339729
147, 3,355378
147, 4,342987
147, 5,482407
147, 6,537143
147, 7,451173
147, 8,363246
147, 9,546938
147,10,478445
147,11,434023
147,12,549918
154, 1,451173
154, 2,339729
154, 3,392533
154, 4,529578
154, 5,436890
154, 6,551940
154, 7,344011
154, 8,468225
154, 9,509830
154,10,460441
154,11,518692
154,12,374680
166, 1,496335
166, 2,339729
166, 3,355378
166, 4,342987
166, 5,482407
166, 6,537143
166, 7,451173
166, 8,529619
166, 9,495764
166,10,395104
166,11,436890
166,12,515193
183, 1,496335
183, 2,339729
183, 3,355378
183, 4,342987
183, 5,482407
183, 6,537143
183, 7,451173
183, 8,363246
183, 9,459086
183,10,524855
183,11,494651
183,12,530732
185, 1,339729
185, 2,451173
185, 3,373958
185, 4,482407
185, 5,551427
185, 6,527838
185, 7,363246
185, 8,497578
185, 9,342987
185,10,538607
185,11,453419
185,12,455353
190, 1,496335
190, 2,339729
190, 3,355378
190, 4,342987
190, 5,482407
190, 6,537143
190, 7,451173
190, 8,363246
190, 9,459086
190,10,529619
190,11,495764
190,12,524855
221, 1,339729
221, 2,451173
221, 3,373958
221, 4,482407
221, 5,551427
221, 6,527838
221, 7,363246
221, 8,497578
221, 9,342987
221,10,453419
221,11,495089
221,12,498871
261, 1,496335
261, 2,339729
261, 3,355378
261, 4,342987
261, 5,482407
