draw,district,total_pop
14, 1,538220
14, 2,563272
14, 3,349676
14, 4,357348
14, 5,486841
14, 6,424902
14, 7,356337
14, 8,396271
14, 9,564464
14,10,418876
14,11,380849
14,12,491221
14,13,509831
14,14,344582
14,15,486319
14,16,480705
14,17,444539
14,18,485461
14,19,549290
19, 1,349676
19, 2,499382
19, 3,417798
19, 4,563272
19, 5,435874
19, 6,424902
19, 7,495822
19, 8,347120
19, 9,341351
19,10,532253
19,11,473176
19,12,444441
19,13,405331
19,14,565102
19,15,551736
19,16,456243
19,17,422496
19,18,480705
19,19,422324
24, 1,394199
24, 2,525098
24, 3,547142
24, 4,373697
24, 5,460571
24, 6,466453
24, 7,497210
24, 8,548418
24, 9,480705
24,10,492067
24,11,508926
24,12,363494
24,13,410584
24,14,490615
24,15,396295
24,16,499382
24,17,347120
24,18,446179
24,19,380849
42, 1,380379
42, 2,547142
42, 3,442336
42, 4,384185
42, 5,499382
42, 6,391495
42, 7,446179
42, 8,563671
42, 9,394199
42,10,460571
42,11,359695
42,12,442411
42,13,545478
42,14,347120
42,15,480705
42,16,415426
42,17,485455
42,18,491439
42,19,551736
45, 1,538220
45, 2,563272
45, 3,349676
45, 4,357348
45, 5,486841
45, 6,424902
45, 7,356337
45, 8,396271
45, 9,564464
45,10,418876
45,11,380849
45,12,491221
45,13,509831
45,14,344582
45,15,486319
45,16,480705
45,17,532166
45,18,397834
45,19,549290
50, 1,424902
50, 2,411146
50, 3,368616
50, 4,473176
50, 5,509831
50, 6,499382
50, 7,480705
50, 8,349676
50, 9,380849
50,10,547142
50,11,490951
50,12,446179
50,13,449568
50,14,344645
50,15,551937
50,16,561646
50,17,413995
50,18,405917
50,19,518741
53, 1,394199
53, 2,525098
53, 3,547142
53, 4,373697
53, 5,460571
53, 6,390450
53, 7,356337
53, 8,452149
53, 9,344582
53,10,521441
53,11,380379
53,12,480705
53,13,499382
53,14,446179
53,15,474651
53,16,534960
53,17,397834
53,18,491439
53,19,557809
58, 1,394199
58, 2,525098
58, 3,547142
58, 4,373697
58, 5,460571
58, 6,466453
58, 7,497210
58, 8,548418
58, 9,480705
58,10,492067
58,11,508926
58,12,363494
58,13,410584
58,14,449027
58,15,446179
58,16,381285
58,17,403718
58,18,499382
58,19,380849
59, 1,394199
59, 2,525098
59, 3,547142
59, 4,373697
59, 5,460571
59, 6,466453
59, 7,497210
59, 8,548418
59, 9,480705
59,10,413284
59,11,499382
59,12,446179
59,13,344582
59,14,410584
59,15,351499
59,16,396761
59,17,389338
59,18,532166
59,19,551736
62, 1,394199
62, 2,525098
62, 3,547142
62, 4,373697
62, 5,460571
62, 6,466453
62, 7,497210
62, 8,548418
62, 9,363494
62,10,371137
62,11,396271
62,12,344582
62,13,480705
62,14,509371
62,15,521441
62,16,417468
62,17,481608
62,18,380849
62,19,549290
65, 1,394199
65, 2,525098
65, 3,547142
65, 4,373697
65, 5,460571
65, 6,466453
65, 7,497210
65, 8,548418
65, 9,480705
65,10,344582
65,11,489036
65,12,518741
65,13,396271
65,14,413284
65,15,351911
65,16,356951
65,17,534596
65,18,380849
65,19,549290
66, 1,547142
66, 2,473176
66, 3,456243
66, 4,424902
66, 5,349676
66, 6,375487
66, 7,456177
66, 8,460571
66, 9,480705
66,10,397758
66,11,515344
66,12,495822
66,13,499382
66,14,555897
66,15,382667
66,16,410612
66,17,440211
66,18,483392
66,19,423840
72, 1,380379
72, 2,545100
72, 3,497067
72, 4,547142
72, 5,399387
72, 6,482860
72, 7,499382
72, 8,535418
72, 9,388505
72,10,460571
72,11,413995
72,12,394199
72,13,350837
72,14,424843
72,15,380849
72,16,442336
72,17,480705
72,18,473176
72,19,532253
78, 1,380379
78, 2,545100
