draw,district,total_pop
4,1,326336
4,2,488826
4,3,508520
6,1,318966
6,2,496196
6,3,508520
12,1,488826
12,2,326336
12,3,508520
15,1,326336
15,2,488826
15,3,508520
18,1,326336
18,2,488826
18,3,508520
32,1,326336
32,2,488826
32,3,508520
34,1,455091
34,2,360071
34,3,508520
37,1,455091
37,2,360071
37,3,508520
40,1,488826
40,2,326336
40,3,508520
44,1,326336
44,2,488826
44,3,508520
45,1,496196
45,2,318966
45,3,508520
48,1,326336
48,2,488826
48,3,508520
50,1,326336
50,2,488826
50,3,508520
51,1,326336
51,2,488826
51,3,508520
54,1,326336
54,2,488826
54,3,508520
59,1,488826
59,2,326336
59,3,508520
61,1,488826
61,2,326336
61,3,508520
67,1,496196
67,2,318966
67,3,508520
69,1,326336
69,2,488826
69,3,508520
74,1,326336
74,2,488826
74,3,508520
77,1,326336
77,2,488826
77,3,508520
78,1,326336
78,2,488826
78,3,508520
79,1,326336
79,2,488826
79,3,508520
84,1,360071
84,2,455091
84,3,508520
86,1,360071
86,2,455091
86,3,508520
87,1,488826
87,2,326336
87,3,508520
104,1,326336
104,2,488826
104,3,508520
105,1,326336
105,2,488826
105,3,508520
115,1,326336
115,2,488826
115,3,508520
117,1,488826
117,2,326336
117,3,508520
121,1,326336
121,2,488826
121,3,508520
122,1,326336
122,2,488826
122,3,508520
128,1,318966
128,2,496196
128,3,508520
136,1,488826
136,2,326336
136,3,508520
137,1,488826
137,2,326336
137,3,508520
139,1,455091
139,2,360071
139,3,508520
140,1,360071
140,2,455091
140,3,508520
141,1,488826
141,2,326336
141,3,508520
144,1,360071
144,2,455091
144,3,508520
147,1,488826
147,2,326336
147,3,508520
148,1,326336
148,2,488826
148,3,508520
151,1,318966
151,2,496196
151,3,508520
152,1,455091
152,2,360071
152,3,508520
158,1,496196
158,2,318966
158,3,508520
168,1,488826
168,2,326336
168,3,508520
170,1,326336
170,2,488826
170,3,508520
172,1,318966
172,2,496196
172,3,508520
175,1,318966
175,2,496196
175,3,508520
176,1,360071
176,2,455091
176,3,508520
178,1,360071
178,2,455091
178,3,508520
180,1,318966
180,2,496196
180,3,508520
184,1,360071
184,2,455091
184,3,508520
187,1,496196
187,2,318966
187,3,508520
191,1,488826
191,2,326336
191,3,508520
193,1,326336
193,2,488826
193,3,508520
201,1,326336
201,2,488826
201,3,508520
204,1,318966
204,2,496196
204,3,508520
209,1,488826
209,2,326336
209,3,508520
210,1,326336
210,2,488826
210,3,508520
214,1,326336
214,2,488826
214,3,508520
220,1,496196
220,2,318966
220,3,508520
222,1,318966
222,2,496196
222,3,508520
223,1,360071
223,2,455091
223,3,508520
228,1,326336
228,2,488826
228,3,508520
229,1,326336
229,2,488826
229,3,508520
230,1,360071
230,2,455091
230,3,508520
233,1,488826
233,2,326336
233,3,508520
234,1,318966
234,2,496196
234,3,508520
240,1,496196
240,2,318966
240,3,508520
244,1,318966
244,2,496196
244,3,508520
250,1,326336
250,2,488826
250,3,508520
253,1,360071
253,2,455091
253,3,508520
255,1,360071
255,2,455091
255,3,508520
265,1,360071
265,2,455091
265,3,508520
275,1,360071
275,2,455091
275,3,508520
276,1,326336
276,2,488826
276,3,508520
289,1,318966
289,2,496196
289,3,508520
294,1,326336
294,2,488826
294,3,508520
300,1,318966
300,2,496196
300,3,508520
304,1,326336
304,2,488826
304,3,508520
305,1,326336
305,2,488826
305,3,508520
308,1,318966
308,2,496196
308,3,508520
310,1,360071
310,2,455091
310,3,508520
312,1,326336
312,2,488826
312,3,508520
315,1,326336
315,2,488826
315,3,508520
318,1,488826
318,2,326336
318,3,508520
327,1,326336
327,2,488826
327,3,508520
328,1,455091
328,2,360071
328,3,508520
333,1,326336
333,2,488826
333,3,508520
334,1,488826
334,2,326336
334,3,508520
336,1,360071
336,2,455091
336,3,508520
337,1,326336
337,2,488826
337,3,508520
340,1,326336
340,2,488826
340,3,508520
341,1,326336
341,2,488826
341,3,508520
343,1,360071
343,2,455091
343,3,508520
348,1,360071
348,2,455091
348,3,508520
350,1,360071
350,2,455091
350,3,508520
352,1,496196
352,2,318966
352,3,508520
353,1,318966
353,2,496196
353,3,508520
385,1,318966
385,2,496196
385,3,508520
387,1,488826
387,2,326336
387,3,508520
393,1,488826
393,2,326336
393,3,508520
395,1,488826
395,2,326336
395,3,508520
399,1,496196
399,2,318966
399,3,508520
400,1,488826
400,2,326336
400,3,508520
402,1,496196
402,2,318966
402,3,508520
403,1,488826
403,2,326336
403,3,508520
406,1,318966
406,2,496196
406,3,508520
408,1,488826
408,2,326336
408,3,508520
423,1,488826
423,2,326336
423,3,508520
426,1,488826
426,2,326336
426,3,508520
428,1,488826
428,2,326336
428,3,508520
433,1,488826
433,2,326336
433,3,508520
437,1,360071
437,2,455091
437,3,508520
440,1,326336
440,2,488826
440,3,508520
441,1,360071
441,2,455091
441,3,508520
442,1,360071
442,2,455091
442,3,508520
443,1,455091
443,2,360071
443,3,508520
444,1,326336
444,2,488826
444,3,508520
446,1,496196
446,2,318966
446,3,508520
448,1,496196
448,2,318966
448,3,508520
449,1,488826
449,2,326336
449,3,508520
451,1,360071
451,2,455091
451,3,508520
454,1,488826
454,2,326336
454,3,508520
456,1,488826
