draw,district,total_pop
3,1,374601
3,2,403830
3,3,401473
3,4,434604
3,5,402978
3,6,363888
10,1,379027
10,2,409459
10,3,363888
10,4,434604
10,5,384145
10,6,410251
13,1,414116
13,2,372469
13,3,358223
13,4,434604
13,5,377887
13,6,424075
15,1,363888
15,2,361804
15,3,402498
15,4,384145
15,5,434435
15,6,434604
20,1,434604
20,2,374601
20,3,363888
20,4,407616
20,5,373881
20,6,426784
22,1,409421
22,2,434604
22,3,435355
22,4,366409
22,5,375447
22,6,360138
24,1,414116
24,2,372469
24,3,358223
24,4,434604
24,5,377887
24,6,424075
29,1,374601
29,2,403830
29,3,401473
29,4,434604
29,5,402978
29,6,363888
32,1,392128
32,2,392956
32,3,405536
32,4,387646
32,5,374601
32,6,428507
38,1,402978
38,2,434604
38,3,414381
38,4,363888
38,5,395050
38,6,370473
46,1,403332
46,2,408237
46,3,359060
46,4,390386
46,5,388964
46,6,431395
51,1,363888
51,2,374601
51,3,434604
51,4,384145
51,5,397243
51,6,426893
54,1,410941
54,2,365808
54,3,431532
54,4,434604
54,5,374601
54,6,363888
65,1,392956
65,2,384145
65,3,405536
65,4,391797
65,5,374601
65,6,432339
67,1,358405
67,2,360138
67,3,362789
67,4,433573
67,5,431865
67,6,434604
69,1,434604
69,2,384145
69,3,363888
69,4,402577
69,5,382909
69,6,413251
71,1,400418
71,2,360190
71,3,385759
71,4,434604
71,5,363888
71,6,436515
75,1,433656
75,2,363888
75,3,434604
75,4,395065
75,5,384145
75,6,370016
78,1,363888
78,2,391692
78,3,384145
78,4,434604
78,5,391716
78,6,415329
79,1,363888
79,2,374601
79,3,435011
79,4,434604
79,5,403901
79,6,369369
86,1,358223
86,2,434604
86,3,410891
86,4,392860
86,5,403332
86,6,381464
87,1,400418
87,2,360190
87,3,385759
87,4,434604
87,5,363888
87,6,436515
96,1,434604
96,2,363888
96,3,374601
96,4,399585
96,5,384145
96,6,424551
100,1,358405
100,2,360138
100,3,431865
100,4,361300
100,5,434604
100,6,435062
101,1,407797
101,2,403332
101,3,392151
101,4,359060
101,5,389121
101,6,429913
106,1,400418
106,2,360190
106,3,385759
106,4,434604
106,5,363888
106,6,436515
108,1,434604
108,2,384145
108,3,363888
108,4,402577
108,5,366168
108,6,429992
114,1,434604
114,2,425479
114,3,363888
114,4,402978
114,5,396424
114,6,358001
116,1,379027
116,2,409459
116,3,363888
116,4,434604
116,5,384145
116,6,410251
127,1,435619
127,2,403332
127,3,358223
127,4,434604
127,5,381464
127,6,368132
134,1,392956
134,2,405536
134,3,424329
134,4,384145
134,5,399807
134,6,374601
139,1,378284
139,2,414416
139,3,389402
139,4,434604
139,5,396217
139,6,368451
140,1,427458
140,2,384145
140,3,411832
140,4,359447
140,5,363888
140,6,434604
145,1,363888
145,2,401239
145,3,384145
145,4,434604
145,5,374135
145,6,423363
150,1,363888
150,2,374601
150,3,434604
150,4,395774
150,5,406111
150,6,406396
152,1,414116
152,2,372469
152,3,358223
152,4,434604
152,5,377887
152,6,424075
155,1,410739
155,2,363888
155,3,434604
155,4,367914
155,5,378035
155,6,426194
156,1,374601
156,2,434604
156,3,396435
156,4,363888
156,5,400772
156,6,411074
157,1,374601
157,2,363888
157,3,434604
157,4,399907
157,5,391880
157,6,416494
159,1,434604
159,2,363888
159,3,433717
159,4,384145
159,5,385853
159,6,379167
165,1,400418
165,2,360190
165,3,385759
165,4,434604
165,5,363888
165,6,436515
167,1,374601
167,2,404711
167,3,429474
167,4,363888
167,5,374096
167,6,434604
168,1,403332
168,2,388964
168,3,359060
168,4,410931
168,5,405273
168,6,413814
171,1,425167
171,2,358223
171,3,434604
171,4,414116
171,5,377887
171,6,371377
177,1,434604
177,2,383211
177,3,363888
177,4,362738
177,5,414557
177,6,422376
178,1,434604
178,2,401829
178,3,362839
178,4,374114
178,5,393572
178,6,414416
182,1,382194
182,2,385492
182,3,434604
182,4,414416
182,5,403885
182,6,360783
185,1,434604
185,2,363888
185,3,374601
185,4,399585
185,5,384145
185,6,424551
189,1,403332
189,2,408237
189,3,359060
189,4,388964
189,5,407954
189,6,413827
191,1,363888
191,2,368712
191,3,434604
191,4,402978
191,5,380889
191,6,430303
195,1,414416
195,2,361224
195,3,406462
195,4,434604
195,5,389806
195,6,374862
197,1,361824
197,2,384125
197,3,400898
197,4,436035
197,5,363888
197,6,434604
203,1,434604
203,2,363888
203,3,417937
203,4,431376
203,5,374601
203,6,358968
205,1,429338
205,2,363888
205,3,407595
205,4,434604
205,5,388478
205,6,357471
206,1,392956
206,2,405536
206,3,424329
206,4,374601
206,5,399807
206,6,384145
207,1,405536
207,2,361804
207,3,424263
207,4,412670
207,5,392956
207,6,384145
208,1,382194
208,2,385492
208,3,434604
208,4,414416
208,5,404726
208,6,359942
209,1,359701
209,2,434604
209,3,421796
209,4,429688
209,5,375447
209,6,360138
210,1,400418
210,2,360190
210,3,385759
210,4,434604
210,5,363888
210,6,436515
212,1,410739
212,2,363888
212,3,434604
212,4,385877
212,5,426194
212,6,360072
215,1,363888
215,2,425096
215,3,361804
215,4,434604
215,5,384145
215,6,411837
221,1,433656
221,2,363888
221,3,434604
221,4,384145
221,5,391242
221,6,373839
224,1,382194
224,2,385492
224,3,434604
224,4,381243
224,5,383425
224,6,414416
228,1,434604
228,2,380141
228,3,403332
228,4,381464
228,5,414641
228,6,367192
229,1,402978
229,2,434604
229,3,414381
229,4,363888
229,5,395050
229,6,370473
232,1,422009
232,2,414924
232,3,369596
232,4,405536
232,5,392956
232,6,376353
233,1,434604
233,2,375447
233,3,360138
233,4,389304
233,5,388455
233,6,433426
242,1,363888
242,2,401239
242,3,384145
242,4,434604
242,5,390055
242,6,407443
245,1,363888
245,2,384145
245,3,361804
245,4,427300
245,5,409633
245,6,434604
246,1,382795
246,2,360696
246,3,378991
246,4,420956
246,5,403332
246,6,434604
248,1,434604
248,2,372515
248,3,363888
248,4,374601
248,5,406451
248,6,429315
249,1,434604
249,2,422122
249,3,363888
249,4,414811
249,5,385492
249,6,360457
251,1,364045
251,2,403332
251,3,403260
251,4,434604
251,5,400491
251,6,375642
257,1,374601
257,2,363888
257,3,384145
257,4,434604
257,5,387712
257,6,436424
260,1,435619
260,2,403332
260,3,358223
260,4,434604
260,5,381464
260,6,368132
264,1,417585
264,2,419259
264,3,374341
264,4,434604
264,5,375447
264,6,360138
267,1,382194
267,2,385492
267,3,434604
267,4,414416
267,5,403885
267,6,360783
269,1,363888
269,2,434604
269,3,421727
269,4,374601
269,5,408834
269,6,377720
270,1,403332
270,2,408237
270,3,359060
270,4,390386
270,5,407797
270,6,412562
272,1,405536
272,2,374601
272,3,431942
272,4,392194
272,5,392956
272,6,384145
277,1,429338
277,2,363888
277,3,407595
277,4,434604
277,5,380840
277,6,365109
284,1,403332
284,2,408237
284,3,359060
284,4,388964
284,5,391375
284,6,430406
285,1,400418
285,2,360190
285,3,385759
285,4,434604
285,5,363888
285,6,436515
290,1,363888
290,2,374601
290,3,435011
290,4,434604
290,5,399907
290,6,373363
291,1,434604
291,2,374499
291,3,412543
291,4,363888
291,5,374601
291,6,421239
294,1,434604
294,2,363888
294,3,374601
294,4,399585
294,5,384145
294,6,424551
295,1,363888
295,2,374601
295,3,434604
295,4,386571
295,5,393037
295,6,428673
298,1,384145
298,2,434604
298,3,363888
298,4,374601
298,5,387936
298,6,436200
300,1,434604
300,2,385024
300,3,414416
300,4,382662
300,5,398790
300,6,365878
308,1,382795
308,2,360696
308,3,378991
308,4,420956
308,5,403332
308,6,434604
328,1,422009
328,2,414924
328,3,369596
328,4,405536
328,5,392956
328,6,376353
330,1,406942
330,2,366596
330,3,360744
330,4,398072
330,5,414416
330,6,434604
334,1,360138
334,2,434604
334,3,386744
334,4,375447
334,5,399561
334,6,424880
335,1,392956
335,2,362128
335,3,383821
335,4,405536
335,5,401784
335,6,435149
336,1,422009
336,2,414924
336,3,434604
336,4,361804
336,5,384145
336,6,363888
340,1,403332
340,2,388964
340,3,359060
340,4,411114
340,5,395884
340,6,423020
342,1,383096
342,2,362853
342,3,434604
342,4,363888
342,5,410831
342,6,426102
344,1,434604
344,2,431690
344,3,405243
344,4,377745
344,5,368204
344,6,363888
346,1,434604
346,2,379995
346,3,363888
346,4,411822
346,5,425111
346,6,365954
348,1,403332
348,2,408237
348,3,359060
348,4,390386
348,5,388964
348,6,431395
350,1,427458
350,2,384145
