draw,district,total_pop
6,1,607970
6,2,280997
6,3,563015
6,4,380279
6,5,330729
6,6,645929
9,1,411214
9,2,280997
9,3,577035
9,4,614362
9,5,583514
9,6,341797
13,1,323616
13,2,607970
13,3,341797
13,4,380279
13,5,540895
13,6,614362
14,1,607970
14,2,380279
14,3,384841
14,4,479670
14,5,393144
14,6,563015
17,1,341797
17,2,280997
17,3,583514
17,4,551947
17,5,442694
17,6,607970
20,1,607970
20,2,380279
20,3,393144
20,4,280997
20,5,563015
20,6,583514
22,1,563015
22,2,323616
22,3,330729
22,4,540895
22,5,442694
22,6,607970
26,1,280997
26,2,607970
26,3,442694
26,4,341797
26,5,551947
26,6,583514
35,1,551947
35,2,280997
35,3,607970
35,4,341797
35,5,380279
35,6,645929
40,1,607970
40,2,551947
40,3,442694
40,4,479670
40,5,445641
40,6,280997
42,1,614362
42,2,280997
42,3,607970
42,4,380279
42,5,479670
42,6,445641
43,1,411214
43,2,403022
43,3,280997
43,4,577035
43,5,551947
43,6,584704
46,1,280997
46,2,522289
46,3,624240
46,4,330729
46,5,442694
46,6,607970
49,1,563015
49,2,330729
49,3,323616
49,4,540895
49,5,442694
49,6,607970
50,1,330729
50,2,563015
50,3,540895
50,4,323616
50,5,442694
50,6,607970
55,1,330729
55,2,607970
55,3,280997
55,4,442694
55,5,563015
55,6,583514
56,1,583514
56,2,280997
56,3,563015
56,4,330729
56,5,442694
56,6,607970
59,1,403022
59,2,522289
59,3,551947
59,4,280997
59,5,442694
59,6,607970
61,1,607970
61,2,380279
61,3,330729
61,4,323616
61,5,563015
61,6,603310
62,1,607970
62,2,280997
62,3,380279
62,4,551947
62,5,341797
62,6,645929
66,1,551947
66,2,607970
66,3,341797
66,4,479670
66,5,442694
66,6,384841
70,1,341797
70,2,280997
70,3,551947
70,4,583514
70,5,442694
70,6,607970
73,1,411214
73,2,330729
73,3,280997
73,4,639450
73,5,563015
73,6,583514
75,1,551947
75,2,341797
75,3,280997
75,4,607970
75,5,380279
75,6,645929
78,1,563015
78,2,607970
78,3,479670
78,4,330729
78,5,442694
78,6,384841
81,1,341797
81,2,607970
81,3,551947
81,4,280997
81,5,442694
81,6,583514
82,1,551947
82,2,280997
82,3,607970
82,4,341797
82,5,380279
82,6,645929
83,1,330729
83,2,280997
83,3,563015
83,4,411214
83,5,577035
83,6,645929
86,1,607970
86,2,380279
86,3,292062
86,4,601682
86,5,645929
86,6,280997
89,1,393144
89,2,607970
89,3,380279
89,4,479670
89,5,323616
89,6,624240
94,1,393144
94,2,607970
94,3,323616
94,4,380279
94,5,540895
94,6,563015
95,1,607970
95,2,280997
95,3,622791
95,4,380279
95,5,542085
95,6,374797
97,1,563015
97,2,330729
97,3,540895
97,4,323616
97,5,442694
97,6,607970
100,1,607970
100,2,479670
100,3,323616
100,4,380279
100,5,403022
100,6,614362
106,1,330729
106,2,563015
106,3,411214
106,4,323616
106,5,540895
106,6,639450
108,1,323616
108,2,607970
108,3,479670
108,4,380279
108,5,393144
108,6,624240
119,1,607970
119,2,551947
119,3,380279
119,4,323616
119,5,341797
119,6,603310
131,1,411214
131,2,577035
131,3,280997
131,4,563015
131,5,393144
131,6,583514
132,1,280997
132,2,411214
132,3,563015
132,4,330729
132,5,577035
132,6,645929
133,1,607970
133,2,380279
133,3,551947
133,4,341797
133,5,603310
133,6,323616
134,1,607970
134,2,330729
134,3,323616
134,4,442694
134,5,479670
134,6,624240
137,1,563015
137,2,607970
137,3,280997
137,4,330729
137,5,380279
137,6,645929
149,1,551947
149,2,280997
149,3,607970
149,4,341797
149,5,380279
149,6,645929
151,1,411214
151,2,563015
151,3,323616
151,4,330729
151,5,577035
151,6,603310
152,1,607970
152,2,380279
152,3,292062
152,4,601682
152,5,645929
152,6,280997
154,1,551947
154,2,411214
154,3,639450
154,4,280997
154,5,479670
154,6,445641
155,1,323616
155,2,411214
155,3,479670
155,4,639450
155,5,330729
155,6,624240
158,1,280997
158,2,624240
158,3,522289
158,4,330729
158,5,442694
158,6,607970
161,1,479670
161,2,374797
161,3,280997
161,4,622791
161,5,442694
161,6,607970
162,1,280997
162,2,563015
162,3,607970
162,4,330729
162,5,442694
162,6,583514
164,1,280997
164,2,330729
164,3,607970
164,4,442694
164,5,563015
164,6,583514
167,1,607970
167,2,442694
167,3,330729
167,4,323616
167,5,540895
167,6,563015
172,1,622791
172,2,411214
172,3,280997
172,4,332178
172,5,577035
172,6,584704
176,1,551947
176,2,607970
176,3,380279
176,4,341797
176,5,645929
176,6,280997
177,1,583514
177,2,280997
177,3,563015
177,4,330729
177,5,411214
177,6,639450
178,1,280997
178,2,411214
178,3,563015
178,4,330729
178,5,577035
178,6,645929
180,1,411214
180,2,330729
180,3,280997
180,4,563015
180,5,577035
180,6,645929
184,1,607970
184,2,563015
184,3,330729
184,4,280997
184,5,380279
184,6,645929
187,1,583514
187,2,341797
187,3,551947
187,4,280997
187,5,442694
187,6,607970
188,1,341797
188,2,607970
188,3,479670
188,4,551947
188,5,442694
188,6,384841
191,1,280997
191,2,563015
191,3,330729
191,4,607970
191,5,442694
191,6,583514
192,1,479670
192,2,622791
192,3,332178
192,4,323616
192,5,442694
192,6,607970
195,1,330729
195,2,563015
195,3,280997
195,4,583514
195,5,442694
195,6,607970
201,1,607970
201,2,380279
201,3,280997
201,4,332178
201,5,584704
201,6,622791
216,1,411214
216,2,542085
216,3,551947
216,4,577035
216,5,445641
216,6,280997
218,1,607970
218,2,542085
218,3,292062
218,4,380279
218,5,384841
218,6,601682
222,1,280997
222,2,607970
222,3,330729
222,4,563015
222,5,380279
222,6,645929
226,1,479670
226,2,411214
226,3,330729
226,4,639450
226,5,384841
226,6,563015
227,1,280997
227,2,563015
227,3,330729
227,4,607970
227,5,442694
227,6,583514
231,1,607970
231,2,380279
231,3,563015
231,4,330729
231,5,645929
231,6,280997
232,1,323616
232,2,607970
232,3,442694
232,4,330729
232,5,540895
232,6,563015
239,1,280997
239,2,607970
239,3,330729
239,4,380279
239,5,563015
239,6,645929
241,1,330729
241,2,280997
241,3,607970
241,4,442694
241,5,522289
241,6,624240
242,1,280997
242,2,607970
242,3,380279
242,4,583514
242,5,341797
242,6,614362
245,1,479670
245,2,341797
245,3,551947
245,4,384841
245,5,411214
245,6,639450
253,1,292062
253,2,479670
253,3,607970
253,4,442694
253,5,384841
253,6,601682
254,1,563015
254,2,330729
254,3,607970
254,4,280997
254,5,380279
254,6,645929
261,1,374797
261,2,479670
261,3,280997
261,4,607970
261,5,442694
261,6,622791
264,1,330729
264,2,280997
264,3,607970
264,4,563015
264,5,380279
264,6,645929
266,1,403022
266,2,551947
266,3,479670
266,4,323616
266,5,442694
266,6,607970
267,1,280997
267,2,563015
267,3,583514
267,4,330729
267,5,442694
267,6,607970
278,1,614362
278,2,341797
278,3,411214
278,4,479670
278,5,384841
278,6,577035
281,1,280997
281,2,607970
281,3,563015
281,4,380279
281,5,330729
281,6,645929
282,1,411214
282,2,323616
282,3,577035
282,4,393144
282,5,479670
282,6,624240
289,1,341797
289,2,607970
289,3,442694
289,4,280997
289,5,551947
289,6,583514
293,1,330729
293,2,411214
293,3,639450
293,4,479670
293,5,323616
293,6,624240
294,1,479670
294,2,622791
294,3,332178
294,4,323616
294,5,442694
294,6,607970
296,1,551947
296,2,280997
296,3,607970
296,4,442694
296,5,479670
296,6,445641
297,1,607970
297,2,563015
297,3,330729
297,4,380279
297,5,645929
297,6,280997
299,1,280997
299,2,607970
299,3,380279
299,4,563015
299,5,393144
299,6,583514
305,1,280997
305,2,607970
305,3,551947
305,4,380279
305,5,341797
305,6,645929
310,1,607970
310,2,551947
310,3,341797
310,4,280997
310,5,380279
310,6,645929
316,1,280997
316,2,607970
316,3,442694
316,4,330729
316,5,522289
316,6,624240
317,1,280997
317,2,607970
317,3,479670
317,4,442694
317,5,374797
317,6,622791
321,1,607970
321,2,442694
321,3,280997
321,4,330729
321,5,522289
321,6,624240
322,1,607970
322,2,479670
322,3,330729
322,4,563015
322,5,442694
322,6,384841
326,1,607970
326,2,563015
326,3,330729
326,4,380279
326,5,603310
326,6,323616
328,1,583514
328,2,280997
328,3,563015
328,4,330729
328,5,442694
328,6,607970
337,1,411214
337,2,280997
337,3,614362
337,4,577035
337,5,479670
337,6,445641
339,1,583514
339,2,280997
339,3,563015
339,4,330729
339,5,442694
339,6,607970
345,1,323616
345,2,540895
345,3,563015
345,4,330729
345,5,442694
345,6,607970
353,1,607970
353,2,563015
353,3,280997
353,4,380279
353,5,330729
353,6,645929
355,1,607970
355,2,292062
