draw,district,total_pop
40,1,295073
40,2,304655
40,3,406459
40,4,423252
40,5,466299
43,1,291998
43,2,388616
43,3,343344
43,4,405481
43,5,466299
47,1,405481
47,2,313572
47,3,392704
47,4,317682
47,5,466299
59,1,388616
59,2,298224
59,3,337118
59,4,405481
59,5,466299
61,1,322872
61,2,312470
61,3,388616
61,4,405481
61,5,466299
77,1,405481
77,2,388616
77,3,337118
77,4,298224
77,5,466299
80,1,376189
80,2,330917
80,3,346427
80,4,375906
80,5,466299
106,1,298224
106,2,405481
106,3,337118
106,4,388616
106,5,466299
169,1,405481
169,2,291998
169,3,343344
169,4,388616
169,5,466299
170,1,405481
170,2,313572
170,3,387514
170,4,322872
170,5,466299
202,1,423252
202,2,375906
202,3,337679
202,4,292602
202,5,466299
205,1,405481
205,2,298224
205,3,313572
205,4,412162
205,5,466299
229,1,388616
229,2,405481
229,3,322872
229,4,312470
229,5,466299
230,1,375906
230,2,307409
230,3,322872
230,4,423252
230,5,466299
248,1,295073
248,2,304655
248,3,406459
248,4,423252
248,5,466299
259,1,307263
259,2,328079
259,3,388616
259,4,405481
259,5,466299
260,1,322872
260,2,384234
260,3,346427
260,4,375906
260,5,466299
326,1,291998
326,2,415108
326,3,346427
326,4,375906
326,5,466299
348,1,423252
348,2,304655
348,3,378660
348,4,322872
348,5,466299
355,1,292602
355,2,375906
355,3,346427
355,4,414504
355,5,466299
357,1,405481
357,2,298224
357,3,337118
357,4,388616
357,5,466299
378,1,292602
378,2,375906
378,3,346427
378,4,414504
378,5,466299
393,1,295073
393,2,304655
393,3,406459
393,4,423252
393,5,466299
397,1,346427
397,2,375906
397,3,399697
397,4,307409
397,5,466299
398,1,423252
398,2,304655
398,3,406459
398,4,295073
398,5,466299
410,1,375906
410,2,346427
410,3,408882
410,4,298224
410,5,466299
416,1,414504
416,2,346427
416,3,375906
416,4,292602
416,5,466299
430,1,405481
430,2,388616
430,3,337118
430,4,298224
430,5,466299
442,1,405481
442,2,313572
442,3,417352
442,4,293034
442,5,466299
446,1,375906
446,2,346427
446,3,408882
446,4,298224
446,5,466299
462,1,332057
462,2,375906
462,3,346427
462,4,375049
462,5,466299
476,1,322872
476,2,405481
476,3,388616
476,4,312470
476,5,466299
510,1,286808
510,2,423578
510,3,313572
510,4,405481
510,5,466299
513,1,388616
513,2,298224
513,3,337118
513,4,405481
513,5,466299
520,1,304655
520,2,423252
520,3,381811
520,4,319721
520,5,466299
544,1,403308
544,2,304655
544,3,346427
544,4,375049
544,5,466299
574,1,375906
574,2,298224
574,3,332057
574,4,423252
574,5,466299
607,1,406459
607,2,423252
607,3,304655
607,4,295073
607,5,466299
609,1,375906
609,2,307409
609,3,346427
609,4,399697
609,5,466299
620,1,388616
620,2,405481
620,3,338137
620,4,297205
620,5,466299
648,1,346427
648,2,375906
648,3,408882
648,4,298224
648,5,466299
654,1,322872
654,2,405481
654,3,406233
654,4,294853
654,5,466299
660,1,405481
660,2,317682
660,3,392704
660,4,313572
660,5,466299
661,1,388616
661,2,322872
661,3,312470
661,4,405481
661,5,466299
673,1,388616
673,2,405481
673,3,337118
673,4,298224
673,5,466299
708,1,405481
708,2,423578
708,3,313572
708,4,286808
708,5,466299
735,1,332057
735,2,375906
735,3,346427
735,4,375049
735,5,466299
849,1,298224
849,2,375906
849,3,346427
849,4,408882
849,5,466299
853,1,423252
853,2,304655
853,3,406459
853,4,295073
853,5,466299
868,1,375906
868,2,346427
868,3,399697
868,4,307409
868,5,466299
887,1,381811
887,2,319721
887,3,304655
887,4,423252
887,5,466299
907,1,388616
907,2,405481
907,3,322872
907,4,312470
907,5,466299
962,1,423252
962,2,304655
962,3,406459
962,4,295073
962,5,466299
1000,1,405481
1000,2,388616
1000,3,322872
1000,4,312470
1000,5,466299
1004,1,388616
1004,2,405481
1004,3,346395
1004,4,288947
1004,5,466299
1011,1,407063
1011,2,300043
1011,3,346427
1011,4,375906
1011,5,466299
1038,1,322872
1038,2,388616
1038,3,312470
1038,4,405481
1038,5,466299
1051,1,298224
1051,2,408882
1051,3,346427
1051,4,375906
1051,5,466299
1057,1,298224
