draw,chain,district
5512,1,5
5519,1,1
5519,1,2
5519,1,3
5519,1,4
5519,1,5
5521,1,1
5521,1,2
5521,1,3
5521,1,4
5521,1,5
5526,1,1
5526,1,2
5526,1,3
5526,1,4
5526,1,5
5527,1,1
5527,1,2
5527,1,3
5527,1,4
5527,1,5
5530,1,1
5530,1,2
5530,1,3
5530,1,4
5530,1,5
5538,1,1
5538,1,2
5538,1,3
5538,1,4
5538,1,5
5544,1,1
5544,1,2
5544,1,3
5544,1,4
5544,1,5
5546,1,1
5546,1,2
5546,1,3
5546,1,4
5546,1,5
5548,1,1
5548,1,2
5548,1,3
5548,1,4
5548,1,5
5553,1,1
5553,1,2
5553,1,3
5553,1,4
5553,1,5
5554,1,1
5554,1,2
5554,1,3
5554,1,4
5554,1,5
5556,1,1
5556,1,2
5556,1,3
5556,1,4
5556,1,5
5557,1,1
5557,1,2
5557,1,3
5557,1,4
5557,1,5
5561,1,1
5561,1,2
5561,1,3
5561,1,4
5561,1,5
5562,1,1
5562,1,2
5562,1,3
5562,1,4
5562,1,5
5566,1,1
5566,1,2
5566,1,3
5566,1,4
5566,1,5
5570,1,1
5570,1,2
5570,1,3
5570,1,4
5570,1,5
5574,1,1
5574,1,2
5574,1,3
5574,1,4
5574,1,5
5575,1,1
5575,1,2
5575,1,3
5575,1,4
5575,1,5
5578,1,1
5578,1,2
5578,1,3
5578,1,4
5578,1,5
5581,1,1
5581,1,2
5581,1,3
5581,1,4
5581,1,5
5583,1,1
5583,1,2
5583,1,3
5583,1,4
5583,1,5
5587,1,1
5587,1,2
5587,1,3
5587,1,4
5587,1,5
5592,1,1
5592,1,2
5592,1,3
5592,1,4
5592,1,5
5595,1,1
5595,1,2
5595,1,3
5595,1,4
5595,1,5
5596,1,1
5596,1,2
5596,1,3
5596,1,4
5596,1,5
5611,1,1
5611,1,2
5611,1,3
5611,1,4
5611,1,5
5612,1,1
5612,1,2
5612,1,3
5612,1,4
5612,1,5
5613,1,1
5613,1,2
5613,1,3
5613,1,4
5613,1,5
5616,1,1
5616,1,2
5616,1,3
5616,1,4
5616,1,5
5621,1,1
5621,1,2
5621,1,3
5621,1,4
5621,1,5
5623,1,1
5623,1,2
5623,1,3
5623,1,4
5623,1,5
5627,1,1
5627,1,2
5627,1,3
5627,1,4
5627,1,5
5630,1,1
5630,1,2
5630,1,3
5630,1,4
5630,1,5
5631,1,1
5631,1,2
5631,1,3
5631,1,4
5631,1,5
5635,1,1
5635,1,2
5635,1,3
5635,1,4
5635,1,5
5639,1,1
5639,1,2
5639,1,3
5639,1,4
5639,1,5
5640,1,1
5640,1,2
5640,1,3
5640,1,4
5640,1,5
5645,1,1
5645,1,2
5645,1,3
5645,1,4
5645,1,5
5646,1,1
5646,1,2
5646,1,3
5646,1,4
5646,1,5
5649,1,1
5649,1,2
5649,1,3
5649,1,4
5649,1,5
5651,1,1
5651,1,2
5651,1,3
5651,1,4
5651,1,5
5655,1,1
5655,1,2
5655,1,3
5655,1,4
5655,1,5
5658,1,1
5658,1,2
5658,1,3
5658,1,4
5658,1,5
5660,1,1
5660,1,2
5660,1,3
5660,1,4
5660,1,5
5661,1,1
5661,1,2
5661,1,3
5661,1,4
5661,1,5
5664,1,1
5664,1,2
5664,1,3
5664,1,4
5664,1,5
5668,1,1
5668,1,2
5668,1,3
5668,1,4
5668,1,5
5671,1,1
5671,1,2
5671,1,3
5671,1,4
5671,1,5
5673,1,1
5673,1,2
5673,1,3
5673,1,4
5673,1,5
5683,1,1
5683,1,2
5683,1,3
5683,1,4
5683,1,5
5684,1,1
5684,1,2
5684,1,3
5684,1,4
5684,1,5
5685,1,1
5685,1,2
5685,1,3
5685,1,4
5685,1,5
5699,1,1
5699,1,2
5699,1,3
5699,1,4
5699,1,5
5707,1,1
5707,1,2
5707,1,3
5707,1,4
5707,1,5
5708,1,1
5708,1,2
5708,1,3
5708,1,4
5708,1,5
5711,1,1
5711,1,2
5711,1,3
5711,1,4
5711,1,5
5712,1,1
5712,1,2
5712,1,3
5712,1,4
5712,1,5
5713,1,1
5713,1,2
5713,1,3
5713,1,4
5713,1,5
5718,1,1
5718,1,2
5718,1,3
5718,1,4
5718,1,5
5729,1,1
5729,1,2
5729,1,3
5729,1,4
5729,1,5
5730,1,1
5730,1,2
5730,1,3
5730,1,4
5730,1,5
5736,1,1
5736,1,2
5736,1,3
5736,1,4
5736,1,5
5738,1,1
5738,1,2
5738,1,3
5738,1,4
5738,1,5
5739,1,1
5739,1,2
5739,1,3
5739,1,4
5739,1,5
5742,1,1
5742,1,2
5742,1,3
5742,1,4
5742,1,5
5748,1,1
5748,1,2
5748,1,3
5748,1,4
5748,1,5
5755,1,1
5755,1,2
5755,1,3
5755,1,4
5755,1,5
5761,1,1
5761,1,2
5761,1,3
5761,1,4
5761,1,5
5763,1,1
5763,1,2
5763,1,3
5763,1,4
5763,1,5
5770,1,1
5770,1,2
5770,1,3
5770,1,4
5770,1,5
5780,1,1
5780,1,2
5780,1,3
5780,1,4
5780,1,5
5782,1,1
5782,1,2
5782,1,3
5782,1,4
5782,1,5
5783,1,1
5783,1,2
5783,1,3
5783,1,4
5783,1,5
5784,1,1
5784,1,2
5784,1,3
5784,1,4
5784,1,5
5787,1,1
5787,1,2
5787,1,3
5787,1,4
5787,1,5
5790,1,1
5790,1,2
5790,1,3
5790,1,4
5790,1,5
5792,1,1
5792,1,2
5792,1,3
5792,1,4
5792,1,5
5793,1,1
5793,1,2
5793,1,3
5793,1,4
5793,1,5
5794,1,1
5794,1,2
5794,1,3
5794,1,4
5794,1,5
5795,1,1
5795,1,2
5795,1,3
5795,1,4
5795,1,5
5797,1,1
5797,1,2
5797,1,3
5797,1,4
5797,1,5
5798,1,1
5798,1,2
5798,1,3
5798,1,4
5798,1,5
5807,1,1
5807,1,2
5807,1,3
5807,1,4
5807,1,5
5808,1,1
5808,1,2
5808,1,3
5808,1,4
5808,1,5
5809,1,1
5809,1,2
5809,1,3
5809,1,4
5809,1,5
5814,1,1
5814,1,2
5814,1,3
5814,1,4
5814,1,5
5815,1,1
5815,1,2
5815,1,3
5815,1,4
5815,1,5
5817,1,1
5817,1,2
5817,1,3
5817,1,4
5817,1,5
5821,1,1
5821,1,2
5821,1,3
5821,1,4
5821,1,5
5828,1,1
5828,1,2
5828,1,3
5828,1,4
5828,1,5
5829,1,1
5829,1,2
5829,1,3
5829,1,4
5829,1,5
5830,1,1
5830,1,2
5830,1,3
5830,1,4
5830,1,5
5838,1,1
5838,1,2
5838,1,3
5838,1,4
5838,1,5
5840,1,1
5840,1,2
5840,1,3
5840,1,4
5840,1,5
5842,1,1
5842,1,2
5842,1,3
5842,1,4
5842,1,5
5843,1,1
5843,1,2
5843,1,3
5843,1,4
5843,1,5
5846,1,1
5846,1,2
5846,1,3
5846,1,4
5846,1,5
5848,1,1
5848,1,2
5848,1,3
5848,1,4
5848,1,5
5850,1,1
5850,1,2
5850,1,3
5850,1,4
5850,1,5
5851,1,1
5851,1,2
5851,1,3
5851,1,4
5851,1,5
5852,1,1
5852,1,2
5852,1,3
5852,1,4
5852,1,5
5862,1,1
5862,1,2
5862,1,3
5862,1,4
5862,1,5
5863,1,1
5863,1,2
5863,1,3
5863,1,4
5863,1,5
5865,1,1
5865,1,2
5865,1,3
5865,1,4
5865,1,5
5879,1,1
5879,1,2
5879,1,3
5879,1,4
5879,1,5
5885,1,1
5885,1,2
5885,1,3
5885,1,4
5885,1,5
5889,1,1
5889,1,2
5889,1,3
5889,1,4
5889,1,5
5893,1,1
5893,1,2
5893,1,3
5893,1,4
5893,1,5
5896,1,1
5896,1,2
5896,1,3
5896,1,4
5896,1,5
5900,1,1
5900,1,2
5900,1,3
5900,1,4
5900,1,5
5903,1,1
5903,1,2
5903,1,3
5903,1,4
5903,1,5
5904,1,1
5904,1,2
5904,1,3
5904,1,4
5904,1,5
5907,1,1
5907,1,2
5907,1,3
5907,1,4
5907,1,5
5923,1,1
5923,1,2
5923,1,3
5923,1,4
5923,1,5
5940,1,1
5940,1,2
5940,1,3
5940,1,4
5940,1,5
5945,1,1
5945,1,2
5945,1,3
5945,1,4
5945,1,5
5949,1,1
5949,1,2
5949,1,3
5949,1,4
5949,1,5
5951,1,1
5951,1,2
5951,1,3
5951,1,4
5951,1,5
5960,1,1
5960,1,2
5960,1,3
5960,1,4
5960,1,5
5963,1,1
5963,1,2
5963,1,3
5963,1,4
5963,1,5
5966,1,1
5966,1,2
5966,1,3
5966,1,4
5966,1,5
5973,1,1
5973,1,2
5973,1,3
5973,1,4
5973,1,5
5978,1,1
5978,1,2
5978,1,3
5978,1,4
5978,1,5
5982,1,1
5982,1,2
5982,1,3
5982,1,4
5982,1,5
5984,1,1
5984,1,2
5984,1,3
5984,1,4
5984,1,5
5992,1,1
5992,1,2
5992,1,3
5992,1,4
5992,1,5
5993,1,1
5993,1,2
5993,1,3
5993,1,4
5993,1,5
5995,1,1
5995,1,2
5995,1,3
5995,1,4
5995,1,5
5998,1,1
5998,1,2
5998,1,3
5998,1,4
5998,1,5
6001,1,1
6001,1,2
6001,1,3
6001,1,4
6001,1,5
6002,1,1
6002,1,2
6002,1,3
6002,1,4
6002,1,5
6010,1,1
6010,1,2
6010,1,3
6010,1,4
6010,1,5
6011,1,1
6011,1,2
6011,1,3
6011,1,4
6011,1,5
6023,1,1
6023,1,2
6023,1,3
6023,1,4
6023,1,5
6024,1,1
6024,1,2
6024,1,3
6024,1,4
6024,1,5
6027,1,1
6027,1,2
6027,1,3
6027,1,4
6027,1,5
6028,1,1
6028,1,2
6028,1,3
6028,1,4
6028,1,5
6033,1,1
6033,1,2
6033,1,3
6033,1,4
6033,1,5
6040,1,1
6040,1,2
6040,1,3
6040,1,4
6040,1,5
6047,1,1
6047,1,2
6047,1,3
6047,1,4
6047,1,5
6048,1,1
6048,1,2
6048,1,3
6048,1,4
6048,1,5
6051,1,1
6051,1,2
6051,1,3
6051,1,4
6051,1,5
6054,1,1
6054,1,2
6054,1,3
6054,1,4
6054,1,5
6069,1,1
6069,1,2
6069,1,3
6069,1,4
6069,1,5
6072,1,1
6072,1,2
6072,1,3
6072,1,4
6072,1,5
6080,1,1
6080,1,2
6080,1,3
6080,1,4
6080,1,5
6081,1,1
6081,1,2
6081,1,3
6081,1,4
6081,1,5
6082,1,1
6082,1,2
6082,1,3
6082,1,4
6082,1,5
6087,1,1
6087,1,2
6087,1,3
6087,1,4
6087,1,5
6088,1,1
6088,1,2
6088,1,3
6088,1,4
6088,1,5
6089,1,1
6089,1,2
6089,1,3
6089,1,4
6089,1,5
6091,1,1
6091,1,2
6091,1,3
6091,1,4
6091,1,5
6094,1,1
6094,1,2
6094,1,3
6094,1,4
6094,1,5
6095,1,1
6095,1,2
6095,1,3
6095,1,4
6095,1,5
6099,1,1
6099,1,2
6099,1,3
6099,1,4
6099,1,5
6100,1,1
6100,1,2
6100,1,3
6100,1,4
6100,1,5
6104,1,1
6104,1,2
6104,1,3
6104,1,4
6104,1,5
6107,1,1
6107,1,2
6107,1,3
6107,1,4
6107,1,5
6109,1,1
6109,1,2
6109,1,3
6109,1,4
6109,1,5
6114,1,1
6114,1,2
6114,1,3
6114,1,4
6114,1,5
6123,1,1
6123,1,2
6123,1,3
6123,1,4
6123,1,5
6126,1,1
6126,1,2
6126,1,3
6126,1,4
6126,1,5
6133,1,1
6133,1,2
6133,1,3
6133,1,4
6133,1,5
6134,1,1
6134,1,2
6134,1,3
6134,1,4
6134,1,5
6136,1,1
6136,1,2
6136,1,3
6136,1,4
6136,1,5
6142,1,1
6142,1,2
6142,1,3
6142,1,4
6142,1,5
6155,1,1
6155,1,2
6155,1,3
6155,1,4
6155,1,5
6157,1,1
6157,1,2
6157,1,3
6157,1,4
6157,1,5
6164,1,1
6164,1,2
6164,1,3
6164,1,4
6164,1,5
6170,1,1
6170,1,2
6170,1,3
6170,1,4
6170,1,5
6172,1,1
6172,1,2
6172,1,3
6172,1,4
6172,1,5
6174,1,1
6174,1,2
6174,1,3
6174,1,4
6174,1,5
6175,1,1
6175,1,2
6175,1,3
6175,1,4
6175,1,5
6182,1,1
6182,1,2
6182,1,3
6182,1,4
6182,1,5
6183,1,1
6183,1,2
6183,1,3
6183,1,4
6183,1,5
6185,1,1
6185,1,2
6185,1,3
6185,1,4
6185,1,5
6188,1,1
6188,1,2
6188,1,3
6188,1,4
6188,1,5
6189,1,1
6189,1,2
6189,1,3
6189,1,4
6189,1,5
6197,1,1
6197,1,2
6197,1,3
6197,1,4
6197,1,5
6199,1,1
6199,1,2
6199,1,3
6199,1,4
6199,1,5
6200,1,1
6200,1,2
6200,1,3
6200,1,4
6200,1,5
6201,1,1
6201,1,2
6201,1,3
6201,1,4
6201,1,5
6211,1,1
6211,1,2
6211,1,3
6211,1,4
6211,1,5
6216,1,1
6216,1,2
6216,1,3
6216,1,4
6216,1,5
6221,1,1
6221,1,2
6221,1,3
6221,1,4
6221,1,5
6226,1,1
6226,1,2
6226,1,3
6226,1,4
6226,1,5
6234,1,1
6234,1,2
6234,1,3
6234,1,4
6234,1,5
6236,1,1
6236,1,2
6236,1,3
6236,1,4
6236,1,5
6243,1,1
6243,1,2
6243,1,3
6243,1,4
6243,1,5
6246,1,1
6246,1,2
6246,1,3
6246,1,4
6246,1,5
6247,1,1
6247,1,2
6247,1,3
6247,1,4
6247,1,5
6249,1,1
6249,1,2
6249,1,3
6249,1,4
6249,1,5
6253,1,1
6253,1,2
6253,1,3
6253,1,4
6253,1,5
6259,1,1
6259,1,2
6259,1,3
6259,1,4
6259,1,5
6262,1,1
6262,1,2
6262,1,3
6262,1,4
6262,1,5
6264,1,1
6264,1,2
6264,1,3
6264,1,4
6264,1,5
6265,1,1
6265,1,2
6265,1,3
6265,1,4
6265,1,5
6272,1,1
6272,1,2
6272,1,3
6272,1,4
6272,1,5
6274,1,1
6274,1,2
6274,1,3
6274,1,4
6274,1,5
6282,1,1
6282,1,2
6282,1,3
6282,1,4
6282,1,5
6295,1,1
6295,1,2
6295,1,3
6295,1,4
6295,1,5
6297,1,1
6297,1,2
6297,1,3
6297,1,4
6297,1,5
6298,1,1
6298,1,2
6298,1,3
6298,1,4
6298,1,5
6301,1,1
6301,1,2
6301,1,3
6301,1,4
6301,1,5
6305,1,1
6305,1,2
6305,1,3
6305,1,4
6305,1,5
6308,1,1
6308,1,2
6308,1,3
6308,1,4
6308,1,5
6313,1,1
6313,1,2
6313,1,3
6313,1,4
6313,1,5
6316,1,1
6316,1,2
6316,1,3
6316,1,4
6316,1,5
6317,1,1
6317,1,2
6317,1,3
6317,1,4
6317,1,5
6320,1,1
6320,1,2
6320,1,3
6320,1,4
6320,1,5
6332,1,1
6332,1,2
6332,1,3
6332,1,4
6332,1,5
6333,1,1
6333,1,2
6333,1,3
6333,1,4
6333,1,5
6336,1,1
6336,1,2
6336,1,3
6336,1,4
6336,1,5
6337,1,1
6337,1,2
6337,1,3
6337,1,4
6337,1,5
6340,1,1
6340,1,2
6340,1,3
6340,1,4
6340,1,5
6346,1,1
6346,1,2
6346,1,3
6346,1,4
6346,1,5
6354,1,1
6354,1,2
6354,1,3
6354,1,4
6354,1,5
6355,1,1
6355,1,2
6355,1,3
6355,1,4
6355,1,5
6360,1,1
6360,1,2
6360,1,3
6360,1,4
6360,1,5
6361,1,1
6361,1,2
6361,1,3
6361,1,4
6361,1,5
6368,1,1
6368,1,2
6368,1,3
6368,1,4
6368,1,5
6371,1,1
6371,1,2
6371,1,3
6371,1,4
6371,1,5
6372,1,1
6372,1,2
6372,1,3
6372,1,4
6372,1,5
6381,1,1
6381,1,2
6381,1,3
6381,1,4
6381,1,5
6382,1,1
6382,1,2
6382,1,3
6382,1,4
6382,1,5
6384,1,1
6384,1,2
6384,1,3
6384,1,4
6384,1,5
6385,1,1
6385,1,2
6385,1,3
6385,1,4
6385,1,5
6387,1,1
6387,1,2
6387,1,3
6387,1,4
6387,1,5
6388,1,1
6388,1,2
6388,1,3
6388,1,4
6388,1,5
6397,1,1
6397,1,2
6397,1,3
6397,1,4
6397,1,5
6399,1,1
6399,1,2
6399,1,3
6399,1,4
6399,1,5
6401,1,1
6401,1,2
6401,1,3
6401,1,4
6401,1,5
6405,1,1
6405,1,2
6405,1,3
6405,1,4
6405,1,5
6409,1,1
6409,1,2
6409,1,3
6409,1,4
6409,1,5
6419,1,1
6419,1,2
6419,1,3
6419,1,4
6419,1,5
6425,1,1
6425,1,2
6425,1,3
6425,1,4
6425,1,5
6427,1,1
6427,1,2
6427,1,3
6427,1,4
6427,1,5
6443,1,1
6443,1,2
6443,1,3
6443,1,4
6443,1,5
6445,1,1
6445,1,2
6445,1,3
6445,1,4
6445,1,5
6457,1,1
6457,1,2
6457,1,3
6457,1,4
6457,1,5
6464,1,1
6464,1,2
6464,1,3
6464,1,4
6464,1,5
6467,1,1
6467,1,2
6467,1,3
6467,1,4
6467,1,5
6470,1,1
6470,1,2
6470,1,3
6470,1,4
6470,1,5
6476,1,1
6476,1,2
6476,1,3
6476,1,4
6476,1,5
6484,1,1
6484,1,2
6484,1,3
6484,1,4
6484,1,5
6485,1,1
6485,1,2
6485,1,3
6485,1,4
6485,1,5
6486,1,1
6486,1,2
6486,1,3
6486,1,4
6486,1,5
6500,1,1
6500,1,2
6500,1,3
6500,1,4
6500,1,5
6501,1,1
6501,1,2
6501,1,3
6501,1,4
6501,1,5
6505,1,1
6505,1,2
6505,1,3
6505,1,4
6505,1,5
6508,1,1
6508,1,2
6508,1,3
6508,1,4
6508,1,5
6509,1,1
6509,1,2
6509,1,3
6509,1,4
6509,1,5
6521,1,1
6521,1,2
6521,1,3
6521,1,4
6521,1,5
6526,1,1
6526,1,2
6526,1,3
6526,1,4
6526,1,5
6527,1,1
6527,1,2
6527,1,3
6527,1,4
6527,1,5
6529,1,1
6529,1,2
6529,1,3
6529,1,4
6529,1,5
6537,1,1
6537,1,2
6537,1,3
6537,1,4
6537,1,5
6539,1,1
6539,1,2
6539,1,3
6539,1,4
6539,1,5
6541,1,1
6541,1,2
6541,1,3
6541,1,4
6541,1,5
6551,1,1
6551,1,2
6551,1,3
6551,1,4
6551,1,5
6555,1,1
6555,1,2
6555,1,3
6555,1,4
6555,1,5
6557,1,1
6557,1,2
6557,1,3
6557,1,4
6557,1,5
6560,1,1
6560,1,2
6560,1,3
6560,1,4
6560,1,5
6561,1,1
6561,1,2
6561,1,3
6561,1,4
6561,1,5
6562,1,1
6562,1,2
6562,1,3
6562,1,4
6562,1,5
6565,1,1
6565,1,2
6565,1,3
6565,1,4
6565,1,5
6571,1,1
6571,1,2
6571,1,3
6571,1,4
6571,1,5
6573,1,1
6573,1,2
6573,1,3
6573,1,4
6573,1,5
6577,1,1
6577,1,2
6577,1,3
6577,1,4
6577,1,5
6580,1,1
6580,1,2
6580,1,3
6580,1,4
6580,1,5
6583,1,1
6583,1,2
6583,1,3
6583,1,4
6583,1,5
6592,1,1
6592,1,2
6592,1,3
6592,1,4
6592,1,5
6593,1,1
6593,1,2
6593,1,3
6593,1,4
6593,1,5
6595,1,1
6595,1,2
6595,1,3
6595,1,4
6595,1,5
6607,1,1
6607,1,2
6607,1,3
6607,1,4
6607,1,5
6610,1,1
6610,1,2
6610,1,3
6610,1,4
6610,1,5
6623,1,1
6623,1,2
6623,1,3
6623,1,4
6623,1,5
6626,1,1
6626,1,2
6626,1,3
6626,1,4
6626,1,5
6627,1,1
6627,1,2
6627,1,3
6627,1,4
6627,1,5
6629,1,1
6629,1,2
6629,1,3
6629,1,4
6629,1,5
6630,1,1
6630,1,2
6630,1,3
6630,1,4
6630,1,5
6635,1,1
6635,1,2
6635,1,3
6635,1,4
6635,1,5
6638,1,1
6638,1,2
6638,1,3
6638,1,4
6638,1,5
6647,1,1
6647,1,2
6647,1,3
6647,1,4
6647,1,5
6653,1,1
6653,1,2
6653,1,3
6653,1,4
6653,1,5
6654,1,1
6654,1,2
6654,1,3
6654,1,4
6654,1,5
6661,1,1
6661,1,2
6661,1,3
6661,1,4
6661,1,5
6666,1,1
6666,1,2
6666,1,3
6666,1,4
6666,1,5
6667,1,1
6667,1,2
6667,1,3
6667,1,4
6667,1,5
6668,1,1
6668,1,2
6668,1,3
6668,1,4
6668,1,5
6670,1,1
6670,1,2
6670,1,3
6670,1,4
6670,1,5
6672,1,1
6672,1,2
6672,1,3
6672,1,4
6672,1,5
6674,1,1
6674,1,2
6674,1,3
6674,1,4
6674,1,5
6677,1,1
6677,1,2
6677,1,3
6677,1,4
6677,1,5
6678,1,1
6678,1,2
6678,1,3
6678,1,4
6678,1,5
6681,1,1
6681,1,2
6681,1,3
6681,1,4
6681,1,5
6684,1,1
6684,1,2
6684,1,3
6684,1,4
6684,1,5
6685,1,1
6685,1,2
6685,1,3
6685,1,4
6685,1,5
6687,1,1
6687,1,2
6687,1,3
6687,1,4
6687,1,5
6689,1,1
6689,1,2
6689,1,3
6689,1,4
6689,1,5
6705,1,1
6705,1,2
6705,1,3
6705,1,4
6705,1,5
6706,1,1
6706,1,2
6706,1,3
6706,1,4
6706,1,5
6707,1,1
6707,1,2
6707,1,3
6707,1,4
6707,1,5
6714,1,1
6714,1,2
6714,1,3
6714,1,4
6714,1,5
6716,1,1
6716,1,2
6716,1,3
6716,1,4
6716,1,5
6717,1,1
6717,1,2
6717,1,3
6717,1,4
6717,1,5
6718,1,1
6718,1,2
6718,1,3
6718,1,4
6718,1,5
6719,1,1
6719,1,2
6719,1,3
6719,1,4
6719,1,5
6721,1,1
6721,1,2
6721,1,3
6721,1,4
6721,1,5
6725,1,1
6725,1,2
6725,1,3
6725,1,4
6725,1,5
6726,1,1
6726,1,2
6726,1,3
6726,1,4
6726,1,5
6729,1,1
6729,1,2
6729,1,3
6729,1,4
6729,1,5
6730,1,1
6730,1,2
6730,1,3
6730,1,4
6730,1,5
6737,1,1
6737,1,2
6737,1,3
6737,1,4
6737,1,5
6742,1,1
6742,1,2
6742,1,3
6742,1,4
6742,1,5
6748,1,1
6748,1,2
6748,1,3
6748,1,4
6748,1,5
6749,1,1
6749,1,2
6749,1,3
6749,1,4
6749,1,5
6752,1,1
6752,1,2
6752,1,3
6752,1,4
6752,1,5
6753,1,1
6753,1,2
6753,1,3
6753,1,4
6753,1,5
6756,1,1
6756,1,2
6756,1,3
6756,1,4
6756,1,5
6757,1,1
6757,1,2
6757,1,3
6757,1,4
6757,1,5
6759,1,1
6759,1,2
6759,1,3
6759,1,4
6759,1,5
6768,1,1
6768,1,2
6768,1,3
6768,1,4
6768,1,5
6770,1,1
6770,1,2
6770,1,3
6770,1,4
6770,1,5
6777,1,1
6777,1,2
6777,1,3
6777,1,4
6777,1,5
6780,1,1
6780,1,2
6780,1,3
6780,1,4
6780,1,5
6798,1,1
6798,1,2
6798,1,3
6798,1,4
6798,1,5
6813,1,1
6813,1,2
6813,1,3
6813,1,4
6813,1,5
6814,1,1
6814,1,2
6814,1,3
6814,1,4
6814,1,5
6816,1,1
6816,1,2
6816,1,3
6816,1,4
6816,1,5
6821,1,1
6821,1,2
6821,1,3
6821,1,4
6821,1,5
6826,1,1
6826,1,2
6826,1,3
6826,1,4
6826,1,5
6839,1,1
6839,1,2
6839,1,3
6839,1,4
6839,1,5
6840,1,1
6840,1,2
6840,1,3
6840,1,4
6840,1,5
6844,1,1
6844,1,2
6844,1,3
6844,1,4
6844,1,5
6846,1,1
6846,1,2
6846,1,3
6846,1,4
6846,1,5
6847,1,1
6847,1,2
6847,1,3
6847,1,4
6847,1,5
6848,1,1
6848,1,2
6848,1,3
6848,1,4
6848,1,5
6851,1,1
6851,1,2
6851,1,3
6851,1,4
6851,1,5
6854,1,1
6854,1,2
6854,1,3
6854,1,4
6854,1,5
6855,1,1
6855,1,2
6855,1,3
6855,1,4
6855,1,5
6861,1,1
6861,1,2
6861,1,3
6861,1,4
6861,1,5
6865,1,1
6865,1,2
6865,1,3
6865,1,4
6865,1,5
6868,1,1
6868,1,2
6868,1,3
6868,1,4
6868,1,5
6879,1,1
6879,1,2
6879,1,3
6879,1,4
6879,1,5
6881,1,1
6881,1,2
6881,1,3
6881,1,4
6881,1,5
6890,1,1
6890,1,2
6890,1,3
6890,1,4
6890,1,5
6891,1,1
6891,1,2
6891,1,3
6891,1,4
6891,1,5
6892,1,1
6892,1,2
6892,1,3
6892,1,4
6892,1,5
6894,1,1
6894,1,2
6894,1,3
6894,1,4
6894,1,5
6902,1,1
6902,1,2
6902,1,3
6902,1,4
6902,1,5
6904,1,1
6904,1,2
6904,1,3
6904,1,4
6904,1,5
6905,1,1
6905,1,2
6905,1,3
6905,1,4
6905,1,5
6907,1,1
6907,1,2
6907,1,3
6907,1,4
6907,1,5
6909,1,1
6909,1,2
6909,1,3
6909,1,4
6909,1,5
6916,1,1
6916,1,2
6916,1,3
6916,1,4
6916,1,5
6919,1,1
6919,1,2
6919,1,3
6919,1,4
6919,1,5
6921,1,1
6921,1,2
6921,1,3
6921,1,4
6921,1,5
6927,1,1
6927,1,2
6927,1,3
6927,1,4
6927,1,5
6930,1,1
6930,1,2
6930,1,3
6930,1,4
6930,1,5
6934,1,1
6934,1,2
6934,1,3
6934,1,4
6934,1,5
6936,1,1
6936,1,2
6936,1,3
6936,1,4
6936,1,5
6937,1,1
6937,1,2
6937,1,3
6937,1,4
6937,1,5
6939,1,1
6939,1,2
6939,1,3
6939,1,4
6939,1,5
6941,1,1
6941,1,2
6941,1,3
6941,1,4
6941,1,5
6949,1,1
6949,1,2
6949,1,3
6949,1,4
6949,1,5
6953,1,1
6953,1,2
6953,1,3
6953,1,4
6953,1,5
6954,1,1
6954,1,2
6954,1,3
6954,1,4
6954,1,5
6961,1,1
6961,1,2
6961,1,3
6961,1,4
6961,1,5
6962,1,1
6962,1,2
6962,1,3
6962,1,4
6962,1,5
6964,1,1
6964,1,2
6964,1,3
6964,1,4
6964,1,5
6967,1,1
6967,1,2
6967,1,3
6967,1,4
6967,1,5
6973,1,1
6973,1,2
6973,1,3
6973,1,4
6973,1,5
6978,1,1
6978,1,2
6978,1,3
6978,1,4
6978,1,5
6979,1,1
6979,1,2
6979,1,3
6979,1,4
6979,1,5
6982,1,1
6982,1,2
6982,1,3
6982,1,4
6982,1,5
6984,1,1
6984,1,2
6984,1,3
6984,1,4
6984,1,5
6988,1,1
6988,1,2
6988,1,3
6988,1,4
6988,1,5
6998,1,1
6998,1,2
6998,1,3
6998,1,4
6998,1,5
7002,1,1
7002,1,2
7002,1,3
7002,1,4
7002,1,5
7005,1,1
7005,1,2
7005,1,3
7005,1,4
7005,1,5
7010,1,1
7010,1,2
7010,1,3
7010,1,4
7010,1,5
7014,1,1
7014,1,2
7014,1,3
7014,1,4
7014,1,5
7018,1,1
7018,1,2
7018,1,3
7018,1,4
7018,1,5
7022,1,1
7022,1,2
7022,1,3
7022,1,4
7022,1,5
7023,1,1
7023,1,2
7023,1,3
7023,1,4
7023,1,5
7026,1,1
7026,1,2
7026,1,3
7026,1,4
7026,1,5
7036,1,1
7036,1,2
7036,1,3
7036,1,4
7036,1,5
7040,1,1
7040,1,2
7040,1,3
7040,1,4
7040,1,5
7041,1,1
7041,1,2
7041,1,3
7041,1,4
7041,1,5
7047,1,1
7047,1,2
7047,1,3
7047,1,4
7047,1,5
7048,1,1
7048,1,2
7048,1,3
7048,1,4
7048,1,5
7050,1,1
7050,1,2
7050,1,3
7050,1,4
7050,1,5
7057,1,1
7057,1,2
7057,1,3
7057,1,4
7057,1,5
7058,1,1
7058,1,2
7058,1,3
7058,1,4
7058,1,5
7063,1,1
7063,1,2
7063,1,3
7063,1,4
7063,1,5
7066,1,1
7066,1,2
7066,1,3
7066,1,4
7066,1,5
7069,1,1
7069,1,2
7069,1,3
7069,1,4
7069,1,5
7079,1,1
7079,1,2
