draw,chain,district
10176,2,2
10176,2,3
10176,2,4
10176,2,5
10181,2,1
10181,2,2
10181,2,3
10181,2,4
10181,2,5
10187,2,1
10187,2,2
10187,2,3
10187,2,4
10187,2,5
10190,2,1
10190,2,2
10190,2,3
10190,2,4
10190,2,5
10195,2,1
10195,2,2
10195,2,3
10195,2,4
10195,2,5
10196,2,1
10196,2,2
10196,2,3
10196,2,4
10196,2,5
10202,2,1
10202,2,2
10202,2,3
10202,2,4
10202,2,5
10209,2,1
10209,2,2
10209,2,3
10209,2,4
10209,2,5
10211,2,1
10211,2,2
10211,2,3
10211,2,4
10211,2,5
10212,2,1
10212,2,2
10212,2,3
10212,2,4
10212,2,5
10216,2,1
10216,2,2
10216,2,3
10216,2,4
10216,2,5
10217,2,1
10217,2,2
10217,2,3
10217,2,4
10217,2,5
10221,2,1
10221,2,2
10221,2,3
10221,2,4
10221,2,5
10222,2,1
10222,2,2
10222,2,3
10222,2,4
10222,2,5
10223,2,1
10223,2,2
10223,2,3
10223,2,4
10223,2,5
10232,2,1
10232,2,2
10232,2,3
10232,2,4
10232,2,5
10239,2,1
10239,2,2
10239,2,3
10239,2,4
10239,2,5
10244,2,1
10244,2,2
10244,2,3
10244,2,4
10244,2,5
10250,2,1
10250,2,2
10250,2,3
10250,2,4
10250,2,5
10254,2,1
10254,2,2
10254,2,3
10254,2,4
10254,2,5
10255,2,1
10255,2,2
10255,2,3
10255,2,4
10255,2,5
10259,2,1
10259,2,2
10259,2,3
10259,2,4
10259,2,5
10260,2,1
10260,2,2
10260,2,3
10260,2,4
10260,2,5
10261,2,1
10261,2,2
10261,2,3
10261,2,4
10261,2,5
10265,2,1
10265,2,2
10265,2,3
10265,2,4
10265,2,5
10271,2,1
10271,2,2
10271,2,3
10271,2,4
10271,2,5
10275,2,1
10275,2,2
10275,2,3
10275,2,4
10275,2,5
10279,2,1
10279,2,2
10279,2,3
10279,2,4
10279,2,5
10280,2,1
10280,2,2
10280,2,3
10280,2,4
10280,2,5
10285,2,1
10285,2,2
10285,2,3
10285,2,4
10285,2,5
10295,2,1
10295,2,2
10295,2,3
10295,2,4
10295,2,5
10302,2,1
10302,2,2
10302,2,3
10302,2,4
10302,2,5
10310,2,1
10310,2,2
10310,2,3
10310,2,4
10310,2,5
10314,2,1
10314,2,2
10314,2,3
10314,2,4
10314,2,5
10318,2,1
10318,2,2
10318,2,3
10318,2,4
10318,2,5
10329,2,1
10329,2,2
10329,2,3
10329,2,4
10329,2,5
10335,2,1
10335,2,2
10335,2,3
10335,2,4
10335,2,5
10338,2,1
10338,2,2
10338,2,3
10338,2,4
10338,2,5
10342,2,1
10342,2,2
10342,2,3
10342,2,4
10342,2,5
10344,2,1
10344,2,2
10344,2,3
10344,2,4
10344,2,5
10355,2,1
10355,2,2
10355,2,3
10355,2,4
10355,2,5
10356,2,1
10356,2,2
10356,2,3
10356,2,4
10356,2,5
10357,2,1
10357,2,2
10357,2,3
10357,2,4
10357,2,5
10363,2,1
10363,2,2
10363,2,3
10363,2,4
10363,2,5
10364,2,1
10364,2,2
10364,2,3
10364,2,4
10364,2,5
10365,2,1
10365,2,2
10365,2,3
10365,2,4
10365,2,5
10366,2,1
10366,2,2
10366,2,3
10366,2,4
10366,2,5
10370,2,1
10370,2,2
10370,2,3
10370,2,4
10370,2,5
10371,2,1
10371,2,2
10371,2,3
10371,2,4
10371,2,5
10377,2,1
10377,2,2
10377,2,3
10377,2,4
10377,2,5
10384,2,1
10384,2,2
10384,2,3
10384,2,4
10384,2,5
10389,2,1
10389,2,2
10389,2,3
10389,2,4
10389,2,5
10395,2,1
10395,2,2
10395,2,3
10395,2,4
10395,2,5
10397,2,1
10397,2,2
10397,2,3
10397,2,4
10397,2,5
10399,2,1
10399,2,2
10399,2,3
10399,2,4
10399,2,5
10402,2,1
10402,2,2
10402,2,3
10402,2,4
10402,2,5
10403,2,1
10403,2,2
10403,2,3
10403,2,4
10403,2,5
10419,2,1
10419,2,2
10419,2,3
10419,2,4
10419,2,5
10423,2,1
10423,2,2
10423,2,3
10423,2,4
10423,2,5
10428,2,1
10428,2,2
10428,2,3
10428,2,4
10428,2,5
10430,2,1
10430,2,2
10430,2,3
10430,2,4
10430,2,5
10431,2,1
10431,2,2
10431,2,3
10431,2,4
10431,2,5
10432,2,1
10432,2,2
10432,2,3
10432,2,4
10432,2,5
10442,2,1
10442,2,2
10442,2,3
10442,2,4
10442,2,5
10453,2,1
10453,2,2
10453,2,3
10453,2,4
10453,2,5
10456,2,1
10456,2,2
10456,2,3
10456,2,4
10456,2,5
10459,2,1
10459,2,2
10459,2,3
10459,2,4
10459,2,5
10481,2,1
10481,2,2
10481,2,3
10481,2,4
10481,2,5
10484,2,1
10484,2,2
10484,2,3
10484,2,4
10484,2,5
10485,2,1
10485,2,2
10485,2,3
10485,2,4
10485,2,5
10487,2,1
10487,2,2
10487,2,3
10487,2,4
10487,2,5
10499,2,1
10499,2,2
10499,2,3
10499,2,4
10499,2,5
10500,2,1
10500,2,2
10500,2,3
10500,2,4
10500,2,5
10502,2,1
10502,2,2
10502,2,3
10502,2,4
10502,2,5
10503,2,1
10503,2,2
10503,2,3
10503,2,4
10503,2,5
10504,2,1
10504,2,2
10504,2,3
10504,2,4
10504,2,5
10506,2,1
10506,2,2
10506,2,3
10506,2,4
10506,2,5
10507,2,1
10507,2,2
10507,2,3
10507,2,4
10507,2,5
10515,2,1
10515,2,2
10515,2,3
10515,2,4
10515,2,5
10520,2,1
10520,2,2
10520,2,3
10520,2,4
10520,2,5
10524,2,1
10524,2,2
10524,2,3
10524,2,4
10524,2,5
10533,2,1
10533,2,2
10533,2,3
10533,2,4
10533,2,5
10542,2,1
10542,2,2
10542,2,3
10542,2,4
10542,2,5
10546,2,1
10546,2,2
10546,2,3
10546,2,4
10546,2,5
10549,2,1
10549,2,2
10549,2,3
10549,2,4
10549,2,5
10552,2,1
10552,2,2
10552,2,3
10552,2,4
10552,2,5
10553,2,1
10553,2,2
10553,2,3
10553,2,4
10553,2,5
10554,2,1
10554,2,2
10554,2,3
10554,2,4
10554,2,5
10556,2,1
10556,2,2
10556,2,3
10556,2,4
10556,2,5
10562,2,1
10562,2,2
10562,2,3
10562,2,4
10562,2,5
10566,2,1
10566,2,2
10566,2,3
10566,2,4
10566,2,5
10568,2,1
10568,2,2
10568,2,3
10568,2,4
10568,2,5
10569,2,1
10569,2,2
10569,2,3
10569,2,4
10569,2,5
10570,2,1
10570,2,2
10570,2,3
10570,2,4
10570,2,5
10575,2,1
10575,2,2
10575,2,3
10575,2,4
10575,2,5
10577,2,1
10577,2,2
10577,2,3
10577,2,4
10577,2,5
10581,2,1
10581,2,2
10581,2,3
10581,2,4
10581,2,5
10583,2,1
10583,2,2
10583,2,3
10583,2,4
10583,2,5
10586,2,1
10586,2,2
10586,2,3
10586,2,4
10586,2,5
10589,2,1
10589,2,2
10589,2,3
10589,2,4
10589,2,5
10592,2,1
10592,2,2
10592,2,3
10592,2,4
10592,2,5
10595,2,1
10595,2,2
10595,2,3
10595,2,4
10595,2,5
10598,2,1
10598,2,2
10598,2,3
10598,2,4
10598,2,5
10600,2,1
10600,2,2
10600,2,3
10600,2,4
10600,2,5
10602,2,1
10602,2,2
10602,2,3
10602,2,4
10602,2,5
10608,2,1
10608,2,2
10608,2,3
10608,2,4
10608,2,5
10609,2,1
10609,2,2
10609,2,3
10609,2,4
10609,2,5
10613,2,1
10613,2,2
10613,2,3
10613,2,4
10613,2,5
10617,2,1
10617,2,2
10617,2,3
10617,2,4
10617,2,5
10618,2,1
10618,2,2
10618,2,3
10618,2,4
10618,2,5
10619,2,1
10619,2,2
10619,2,3
10619,2,4
10619,2,5
10622,2,1
10622,2,2
10622,2,3
10622,2,4
10622,2,5
10624,2,1
10624,2,2
10624,2,3
10624,2,4
10624,2,5
10632,2,1
10632,2,2
10632,2,3
10632,2,4
10632,2,5
10639,2,1
10639,2,2
10639,2,3
10639,2,4
10639,2,5
10640,2,1
10640,2,2
10640,2,3
10640,2,4
10640,2,5
10643,2,1
10643,2,2
10643,2,3
10643,2,4
10643,2,5
10647,2,1
10647,2,2
10647,2,3
10647,2,4
10647,2,5
10648,2,1
10648,2,2
10648,2,3
10648,2,4
10648,2,5
10649,2,1
10649,2,2
10649,2,3
10649,2,4
10649,2,5
10650,2,1
10650,2,2
10650,2,3
10650,2,4
10650,2,5
10655,2,1
10655,2,2
10655,2,3
10655,2,4
10655,2,5
10663,2,1
10663,2,2
10663,2,3
10663,2,4
10663,2,5
10668,2,1
10668,2,2
10668,2,3
10668,2,4
10668,2,5
10672,2,1
10672,2,2
10672,2,3
10672,2,4
10672,2,5
10677,2,1
10677,2,2
10677,2,3
10677,2,4
10677,2,5
10679,2,1
10679,2,2
10679,2,3
10679,2,4
10679,2,5
10680,2,1
10680,2,2
10680,2,3
10680,2,4
10680,2,5
10688,2,1
10688,2,2
10688,2,3
10688,2,4
10688,2,5
10690,2,1
10690,2,2
10690,2,3
10690,2,4
10690,2,5
10699,2,1
10699,2,2
10699,2,3
10699,2,4
10699,2,5
10701,2,1
10701,2,2
10701,2,3
10701,2,4
10701,2,5
10702,2,1
10702,2,2
10702,2,3
10702,2,4
10702,2,5
10704,2,1
10704,2,2
10704,2,3
10704,2,4
10704,2,5
10706,2,1
10706,2,2
10706,2,3
10706,2,4
10706,2,5
10707,2,1
10707,2,2
10707,2,3
10707,2,4
10707,2,5
10713,2,1
10713,2,2
10713,2,3
10713,2,4
10713,2,5
10714,2,1
10714,2,2
10714,2,3
10714,2,4
10714,2,5
10719,2,1
10719,2,2
10719,2,3
10719,2,4
10719,2,5
10723,2,1
10723,2,2
10723,2,3
10723,2,4
10723,2,5
10725,2,1
10725,2,2
10725,2,3
10725,2,4
10725,2,5
10732,2,1
10732,2,2
10732,2,3
10732,2,4
10732,2,5
10739,2,1
10739,2,2
10739,2,3
10739,2,4
10739,2,5
10744,2,1
10744,2,2
10744,2,3
10744,2,4
10744,2,5
10747,2,1
10747,2,2
10747,2,3
10747,2,4
10747,2,5
10748,2,1
10748,2,2
10748,2,3
10748,2,4
10748,2,5
10749,2,1
10749,2,2
10749,2,3
10749,2,4
10749,2,5
10750,2,1
10750,2,2
10750,2,3
10750,2,4
10750,2,5
10751,2,1
10751,2,2
10751,2,3
10751,2,4
10751,2,5
10756,2,1
10756,2,2
10756,2,3
10756,2,4
10756,2,5
10760,2,1
10760,2,2
10760,2,3
10760,2,4
10760,2,5
10782,2,1
10782,2,2
10782,2,3
10782,2,4
10782,2,5
10784,2,1
10784,2,2
10784,2,3
10784,2,4
10784,2,5
10785,2,1
10785,2,2
10785,2,3
10785,2,4
10785,2,5
10787,2,1
10787,2,2
10787,2,3
10787,2,4
10787,2,5
10790,2,1
10790,2,2
10790,2,3
10790,2,4
10790,2,5
10791,2,1
10791,2,2
10791,2,3
10791,2,4
10791,2,5
10794,2,1
10794,2,2
10794,2,3
10794,2,4
10794,2,5
10802,2,1
10802,2,2
10802,2,3
10802,2,4
10802,2,5
10810,2,1
10810,2,2
10810,2,3
10810,2,4
10810,2,5
10811,2,1
10811,2,2
10811,2,3
10811,2,4
10811,2,5
10817,2,1
10817,2,2
10817,2,3
10817,2,4
10817,2,5
10819,2,1
10819,2,2
10819,2,3
10819,2,4
10819,2,5
10822,2,1
10822,2,2
10822,2,3
10822,2,4
10822,2,5
10823,2,1
10823,2,2
10823,2,3
10823,2,4
10823,2,5
10830,2,1
10830,2,2
10830,2,3
10830,2,4
10830,2,5
10832,2,1
10832,2,2
10832,2,3
10832,2,4
10832,2,5
10833,2,1
10833,2,2
10833,2,3
10833,2,4
10833,2,5
10834,2,1
10834,2,2
10834,2,3
10834,2,4
10834,2,5
10835,2,1
10835,2,2
10835,2,3
10835,2,4
10835,2,5
10837,2,1
10837,2,2
10837,2,3
10837,2,4
10837,2,5
10842,2,1
10842,2,2
10842,2,3
10842,2,4
10842,2,5
10845,2,1
10845,2,2
10845,2,3
10845,2,4
10845,2,5
10848,2,1
10848,2,2
10848,2,3
10848,2,4
10848,2,5
10852,2,1
10852,2,2
10852,2,3
10852,2,4
10852,2,5
10853,2,1
10853,2,2
10853,2,3
10853,2,4
10853,2,5
10854,2,1
10854,2,2
10854,2,3
10854,2,4
10854,2,5
10862,2,1
10862,2,2
10862,2,3
10862,2,4
10862,2,5
10863,2,1
10863,2,2
10863,2,3
10863,2,4
10863,2,5
10865,2,1
10865,2,2
10865,2,3
10865,2,4
10865,2,5
10868,2,1
10868,2,2
10868,2,3
10868,2,4
10868,2,5
10870,2,1
10870,2,2
10870,2,3
10870,2,4
10870,2,5
10873,2,1
10873,2,2
10873,2,3
10873,2,4
10873,2,5
10876,2,1
10876,2,2
10876,2,3
10876,2,4
10876,2,5
10879,2,1
10879,2,2
10879,2,3
10879,2,4
10879,2,5
10881,2,1
10881,2,2
10881,2,3
10881,2,4
10881,2,5
10882,2,1
10882,2,2
10882,2,3
10882,2,4
10882,2,5
10884,2,1
10884,2,2
10884,2,3
10884,2,4
10884,2,5
10887,2,1
10887,2,2
10887,2,3
10887,2,4
10887,2,5
10890,2,1
10890,2,2
10890,2,3
10890,2,4
10890,2,5
10899,2,1
10899,2,2
10899,2,3
10899,2,4
10899,2,5
10900,2,1
10900,2,2
10900,2,3
10900,2,4
10900,2,5
10902,2,1
10902,2,2
10902,2,3
10902,2,4
10902,2,5
10904,2,1
10904,2,2
10904,2,3
10904,2,4
10904,2,5
10907,2,1
10907,2,2
10907,2,3
10907,2,4
10907,2,5
10913,2,1
10913,2,2
10913,2,3
10913,2,4
10913,2,5
10915,2,1
10915,2,2
10915,2,3
10915,2,4
10915,2,5
10916,2,1
10916,2,2
10916,2,3
10916,2,4
10916,2,5
10920,2,1
10920,2,2
10920,2,3
10920,2,4
10920,2,5
10921,2,1
10921,2,2
10921,2,3
10921,2,4
10921,2,5
10925,2,1
10925,2,2
10925,2,3
10925,2,4
10925,2,5
10926,2,1
10926,2,2
10926,2,3
10926,2,4
10926,2,5
10927,2,1
10927,2,2
10927,2,3
10927,2,4
10927,2,5
10934,2,1
10934,2,2
10934,2,3
10934,2,4
10934,2,5
10937,2,1
10937,2,2
10937,2,3
10937,2,4
10937,2,5
10939,2,1
10939,2,2
10939,2,3
10939,2,4
10939,2,5
10942,2,1
10942,2,2
10942,2,3
10942,2,4
10942,2,5
10945,2,1
10945,2,2
10945,2,3
10945,2,4
10945,2,5
10946,2,1
10946,2,2
10946,2,3
10946,2,4
10946,2,5
10960,2,1
10960,2,2
10960,2,3
10960,2,4
10960,2,5
10965,2,1
10965,2,2
10965,2,3
10965,2,4
10965,2,5
10968,2,1
10968,2,2
10968,2,3
10968,2,4
10968,2,5
10970,2,1
10970,2,2
10970,2,3
10970,2,4
10970,2,5
10971,2,1
10971,2,2
10971,2,3
10971,2,4
10971,2,5
10975,2,1
10975,2,2
10975,2,3
10975,2,4
10975,2,5
10979,2,1
10979,2,2
10979,2,3
10979,2,4
10979,2,5
10980,2,1
10980,2,2
10980,2,3
10980,2,4
10980,2,5
10988,2,1
10988,2,2
10988,2,3
10988,2,4
10988,2,5
10989,2,1
10989,2,2
10989,2,3
10989,2,4
10989,2,5
10998,2,1
10998,2,2
10998,2,3
10998,2,4
10998,2,5
10999,2,1
10999,2,2
10999,2,3
10999,2,4
10999,2,5
11001,2,1
11001,2,2
11001,2,3
11001,2,4
11001,2,5
11004,2,1
11004,2,2
11004,2,3
11004,2,4
11004,2,5
11005,2,1
11005,2,2
11005,2,3
11005,2,4
11005,2,5
11007,2,1
11007,2,2
11007,2,3
11007,2,4
11007,2,5
11014,2,1
11014,2,2
11014,2,3
11014,2,4
11014,2,5
11015,2,1
11015,2,2
11015,2,3
11015,2,4
11015,2,5
11016,2,1
11016,2,2
11016,2,3
11016,2,4
11016,2,5
11021,2,1
11021,2,2
11021,2,3
11021,2,4
11021,2,5
11026,2,1
11026,2,2
11026,2,3
11026,2,4
11026,2,5
11034,2,1
11034,2,2
11034,2,3
11034,2,4
11034,2,5
11045,2,1
11045,2,2
11045,2,3
11045,2,4
11045,2,5
11046,2,1
11046,2,2
11046,2,3
11046,2,4
11046,2,5
11047,2,1
11047,2,2
11047,2,3
11047,2,4
11047,2,5
11050,2,1
11050,2,2
11050,2,3
11050,2,4
11050,2,5
11059,2,1
11059,2,2
11059,2,3
11059,2,4
11059,2,5
11061,2,1
11061,2,2
11061,2,3
11061,2,4
11061,2,5
11063,2,1
11063,2,2
11063,2,3
11063,2,4
11063,2,5
11064,2,1
11064,2,2
11064,2,3
11064,2,4
11064,2,5
11065,2,1
11065,2,2
11065,2,3
11065,2,4
11065,2,5
11070,2,1
11070,2,2
11070,2,3
11070,2,4
11070,2,5
11079,2,1
11079,2,2
11079,2,3
11079,2,4
11079,2,5
11091,2,1
11091,2,2
11091,2,3
11091,2,4
11091,2,5
11093,2,1
11093,2,2
11093,2,3
11093,2,4
11093,2,5
11094,2,1
11094,2,2
11094,2,3
11094,2,4
11094,2,5
11096,2,1
11096,2,2
11096,2,3
11096,2,4
11096,2,5
11099,2,1
11099,2,2
11099,2,3
11099,2,4
11099,2,5
11100,2,1
11100,2,2
11100,2,3
11100,2,4
11100,2,5
11104,2,1
11104,2,2
11104,2,3
11104,2,4
11104,2,5
11109,2,1
11109,2,2
11109,2,3
11109,2,4
11109,2,5
11110,2,1
11110,2,2
11110,2,3
11110,2,4
11110,2,5
11116,2,1
11116,2,2
11116,2,3
11116,2,4
11116,2,5
11118,2,1
11118,2,2
11118,2,3
11118,2,4
11118,2,5
11122,2,1
11122,2,2
11122,2,3
11122,2,4
11122,2,5
11123,2,1
11123,2,2
11123,2,3
11123,2,4
11123,2,5
11136,2,1
11136,2,2
11136,2,3
11136,2,4
11136,2,5
11137,2,1
11137,2,2
11137,2,3
11137,2,4
11137,2,5
11138,2,1
11138,2,2
11138,2,3
11138,2,4
11138,2,5
11141,2,1
11141,2,2
11141,2,3
11141,2,4
11141,2,5
11143,2,1
11143,2,2
11143,2,3
11143,2,4
11143,2,5
11144,2,1
11144,2,2
11144,2,3
11144,2,4
11144,2,5
11147,2,1
11147,2,2
11147,2,3
11147,2,4
11147,2,5
11150,2,1
11150,2,2
11150,2,3
11150,2,4
11150,2,5
11157,2,1
11157,2,2
11157,2,3
11157,2,4
11157,2,5
11158,2,1
11158,2,2
11158,2,3
11158,2,4
11158,2,5
11161,2,1
11161,2,2
11161,2,3
11161,2,4
11161,2,5
11165,2,1
11165,2,2
11165,2,3
11165,2,4
11165,2,5
11170,2,1
11170,2,2
11170,2,3
11170,2,4
11170,2,5
11171,2,1
11171,2,2
11171,2,3
11171,2,4
11171,2,5
11182,2,1
11182,2,2
11182,2,3
11182,2,4
11182,2,5
11187,2,1
11187,2,2
11187,2,3
11187,2,4
11187,2,5
11188,2,1
11188,2,2
11188,2,3
11188,2,4
11188,2,5
11189,2,1
11189,2,2
11189,2,3
11189,2,4
11189,2,5
11190,2,1
11190,2,2
11190,2,3
11190,2,4
11190,2,5
11194,2,1
11194,2,2
11194,2,3
11194,2,4
11194,2,5
11197,2,1
11197,2,2
11197,2,3
11197,2,4
11197,2,5
11198,2,1
11198,2,2
11198,2,3
11198,2,4
11198,2,5
11201,2,1
11201,2,2
11201,2,3
11201,2,4
11201,2,5
11207,2,1
11207,2,2
11207,2,3
11207,2,4
11207,2,5
11208,2,1
11208,2,2
11208,2,3
11208,2,4
11208,2,5
11214,2,1
11214,2,2
11214,2,3
11214,2,4
11214,2,5
11218,2,1
11218,2,2
11218,2,3
11218,2,4
11218,2,5
11220,2,1
11220,2,2
11220,2,3
11220,2,4
11220,2,5
11227,2,1
11227,2,2
11227,2,3
11227,2,4
11227,2,5
11236,2,1
11236,2,2
11236,2,3
11236,2,4
11236,2,5
11237,2,1
11237,2,2
11237,2,3
11237,2,4
11237,2,5
11248,2,1
11248,2,2
11248,2,3
11248,2,4
11248,2,5
11260,2,1
11260,2,2
11260,2,3
11260,2,4
11260,2,5
11264,2,1
11264,2,2
11264,2,3
11264,2,4
11264,2,5
11265,2,1
11265,2,2
11265,2,3
11265,2,4
11265,2,5
11270,2,1
11270,2,2
11270,2,3
11270,2,4
11270,2,5
11273,2,1
11273,2,2
11273,2,3
11273,2,4
11273,2,5
11275,2,1
11275,2,2
11275,2,3
11275,2,4
11275,2,5
11279,2,1
11279,2,2
11279,2,3
11279,2,4
11279,2,5
11283,2,1
11283,2,2
11283,2,3
11283,2,4
11283,2,5
11293,2,1
11293,2,2
11293,2,3
11293,2,4
11293,2,5
11294,2,1
11294,2,2
11294,2,3
11294,2,4
11294,2,5
11296,2,1
11296,2,2
11296,2,3
11296,2,4
11296,2,5
11298,2,1
11298,2,2
11298,2,3
11298,2,4
11298,2,5
11299,2,1
11299,2,2
11299,2,3
11299,2,4
11299,2,5
11300,2,1
11300,2,2
11300,2,3
11300,2,4
11300,2,5
11302,2,1
11302,2,2
11302,2,3
11302,2,4
11302,2,5
11303,2,1
11303,2,2
11303,2,3
11303,2,4
11303,2,5
11310,2,1
11310,2,2
11310,2,3
11310,2,4
11310,2,5
11311,2,1
11311,2,2
11311,2,3
11311,2,4
11311,2,5
11312,2,1
11312,2,2
11312,2,3
11312,2,4
11312,2,5
11314,2,1
11314,2,2
11314,2,3
11314,2,4
11314,2,5
11317,2,1
11317,2,2
11317,2,3
11317,2,4
11317,2,5
11324,2,1
11324,2,2
11324,2,3
11324,2,4
11324,2,5
11325,2,1
11325,2,2
11325,2,3
11325,2,4
11325,2,5
11330,2,1
11330,2,2
11330,2,3
11330,2,4
11330,2,5
11332,2,1
11332,2,2
11332,2,3
11332,2,4
11332,2,5
11338,2,1
11338,2,2
11338,2,3
11338,2,4
11338,2,5
11339,2,1
11339,2,2
11339,2,3
11339,2,4
11339,2,5
11341,2,1
11341,2,2
11341,2,3
11341,2,4
11341,2,5
11344,2,1
11344,2,2
11344,2,3
11344,2,4
11344,2,5
11356,2,1
11356,2,2
11356,2,3
11356,2,4
11356,2,5
11357,2,1
11357,2,2
11357,2,3
11357,2,4
11357,2,5
11364,2,1
11364,2,2
11364,2,3
11364,2,4
11364,2,5
11370,2,1
11370,2,2
11370,2,3
11370,2,4
11370,2,5
11371,2,1
11371,2,2
11371,2,3
11371,2,4
11371,2,5
11376,2,1
11376,2,2
11376,2,3
11376,2,4
11376,2,5
11381,2,1
11381,2,2
11381,2,3
11381,2,4
11381,2,5
11382,2,1
11382,2,2
11382,2,3
11382,2,4
11382,2,5
11388,2,1
11388,2,2
11388,2,3
11388,2,4
11388,2,5
11390,2,1
11390,2,2
11390,2,3
11390,2,4
11390,2,5
11391,2,1
11391,2,2
11391,2,3
11391,2,4
11391,2,5
11395,2,1
11395,2,2
11395,2,3
11395,2,4
11395,2,5
11403,2,1
11403,2,2
11403,2,3
11403,2,4
11403,2,5
11405,2,1
11405,2,2
11405,2,3
11405,2,4
11405,2,5
11414,2,1
11414,2,2
11414,2,3
11414,2,4
11414,2,5
11424,2,1
11424,2,2
11424,2,3
11424,2,4
11424,2,5
11438,2,1
11438,2,2
11438,2,3
11438,2,4
11438,2,5
11440,2,1
11440,2,2
11440,2,3
11440,2,4
11440,2,5
11441,2,1
11441,2,2
11441,2,3
11441,2,4
11441,2,5
11442,2,1
11442,2,2
11442,2,3
11442,2,4
11442,2,5
11457,2,1
11457,2,2
11457,2,3
11457,2,4
11457,2,5
11459,2,1
11459,2,2
11459,2,3
11459,2,4
11459,2,5
11464,2,1
11464,2,2
11464,2,3
11464,2,4
11464,2,5
11469,2,1
11469,2,2
11469,2,3
11469,2,4
11469,2,5
11471,2,1
11471,2,2
11471,2,3
11471,2,4
11471,2,5
11472,2,1
11472,2,2
11472,2,3
11472,2,4
11472,2,5
11474,2,1
11474,2,2
11474,2,3
11474,2,4
11474,2,5
11477,2,1
11477,2,2
11477,2,3
11477,2,4
11477,2,5
11480,2,1
11480,2,2
11480,2,3
11480,2,4
11480,2,5
11482,2,1
11482,2,2
11482,2,3
11482,2,4
11482,2,5
11483,2,1
11483,2,2
11483,2,3
11483,2,4
11483,2,5
11484,2,1
11484,2,2
11484,2,3
11484,2,4
11484,2,5
11487,2,1
11487,2,2
11487,2,3
11487,2,4
11487,2,5
11488,2,1
11488,2,2
11488,2,3
11488,2,4
11488,2,5
11490,2,1
11490,2,2
11490,2,3
11490,2,4
11490,2,5
11492,2,1
11492,2,2
11492,2,3
11492,2,4
11492,2,5
11496,2,1
11496,2,2
11496,2,3
11496,2,4
11496,2,5
11502,2,1
11502,2,2
11502,2,3
11502,2,4
11502,2,5
11515,2,1
11515,2,2
11515,2,3
11515,2,4
11515,2,5
11520,2,1
11520,2,2
11520,2,3
11520,2,4
11520,2,5
11532,2,1
11532,2,2
11532,2,3
11532,2,4
11532,2,5
11538,2,1
11538,2,2
11538,2,3
11538,2,4
11538,2,5
11541,2,1
11541,2,2
11541,2,3
11541,2,4
11541,2,5
11546,2,1
11546,2,2
11546,2,3
11546,2,4
11546,2,5
11549,2,1
11549,2,2
11549,2,3
11549,2,4
11549,2,5
11552,2,1
11552,2,2
11552,2,3
11552,2,4
11552,2,5
11556,2,1
11556,2,2
11556,2,3
11556,2,4
11556,2,5
11558,2,1
11558,2,2
11558,2,3
11558,2,4
11558,2,5
11561,2,1
11561,2,2
11561,2,3
11561,2,4
11561,2,5
11563,2,1
11563,2,2
11563,2,3
11563,2,4
11563,2,5
11569,2,1
11569,2,2
11569,2,3
11569,2,4
11569,2,5
11574,2,1
11574,2,2
11574,2,3
11574,2,4
11574,2,5
11575,2,1
11575,2,2
11575,2,3
11575,2,4
11575,2,5
11579,2,1
11579,2,2
11579,2,3
11579,2,4
11579,2,5
11580,2,1
11580,2,2
11580,2,3
11580,2,4
11580,2,5
11591,2,1
11591,2,2
11591,2,3
11591,2,4
11591,2,5
11592,2,1
11592,2,2
11592,2,3
11592,2,4
11592,2,5
11593,2,1
11593,2,2
11593,2,3
11593,2,4
11593,2,5
11595,2,1
11595,2,2
11595,2,3
11595,2,4
11595,2,5
11596,2,1
11596,2,2
11596,2,3
11596,2,4
11596,2,5
11600,2,1
11600,2,2
11600,2,3
11600,2,4
11600,2,5
11604,2,1
11604,2,2
11604,2,3
11604,2,4
11604,2,5
11612,2,1
11612,2,2
11612,2,3
11612,2,4
11612,2,5
11618,2,1
11618,2,2
11618,2,3
11618,2,4
11618,2,5
11625,2,1
11625,2,2
11625,2,3
11625,2,4
11625,2,5
11629,2,1
11629,2,2
11629,2,3
11629,2,4
11629,2,5
11630,2,1
11630,2,2
11630,2,3
11630,2,4
11630,2,5
11631,2,1
11631,2,2
11631,2,3
11631,2,4
11631,2,5
11633,2,1
11633,2,2
11633,2,3
11633,2,4
11633,2,5
11639,2,1
11639,2,2
11639,2,3
11639,2,4
11639,2,5
11640,2,1
11640,2,2
11640,2,3
11640,2,4
11640,2,5
11642,2,1
11642,2,2
11642,2,3
11642,2,4
11642,2,5
11644,2,1
11644,2,2
11644,2,3
11644,2,4
11644,2,5
11652,2,1
11652,2,2
11652,2,3
11652,2,4
11652,2,5
11657,2,1
11657,2,2
11657,2,3
11657,2,4
11657,2,5
11660,2,1
11660,2,2
11660,2,3
11660,2,4
11660,2,5
11666,2,1
11666,2,2
11666,2,3
11666,2,4
11666,2,5
11667,2,1
11667,2,2
11667,2,3
11667,2,4
11667,2,5
11675,2,1
11675,2,2
11675,2,3
11675,2,4
11675,2,5
11679,2,1
11679,2,2
11679,2,3
11679,2,4
11679,2,5
11685,2,1
11685,2,2
11685,2,3
11685,2,4
11685,2,5
11691,2,1
11691,2,2
11691,2,3
11691,2,4
11691,2,5
11699,2,1
11699,2,2
11699,2,3
11699,2,4
11699,2,5
11703,2,1
11703,2,2
11703,2,3
11703,2,4
