draw,district,total_pop
2,1,326644
2,2,442309
2,3,379482
2,4,457122
2,5,280121
8,1,326644
8,2,477655
8,3,379482
8,4,312202
8,5,389695
12,1,326644
12,2,472612
12,3,379482
12,4,388945
12,5,317995
14,1,361864
14,2,411735
14,3,379482
14,4,353725
14,5,378872
21,1,326644
21,2,359867
21,3,379482
21,4,353725
21,5,465960
22,1,326644
22,2,432223
22,3,379482
22,4,388945
22,5,358384
24,1,326644
24,2,403147
24,3,379482
24,4,353725
24,5,422680
26,1,326644
26,2,380355
26,3,379482
26,4,398540
26,5,400657
36,1,326644
36,2,467443
36,3,379482
36,4,353725
36,5,358384
41,1,371459
41,2,469567
41,3,379482
41,4,388945
41,5,276225
43,1,326644
43,2,447437
43,3,379482
43,4,388945
43,5,343170
48,1,326644
48,2,415137
48,3,379482
48,4,388945
48,5,375470
50,1,400516
50,2,365392
50,3,379482
50,4,460167
50,5,280121
51,1,326644
51,2,415137
51,3,379482
51,4,388945
51,5,375470
52,1,452935
52,2,294588
52,3,379482
52,4,353725
52,5,404948
55,1,326644
55,2,469567
55,3,379482
55,4,433760
55,5,276225
56,1,362346
56,2,337868
56,3,379482
56,4,480016
56,5,325966
70,1,326644
70,2,422867
70,3,379482
70,4,402692
70,5,353993
71,1,326644
71,2,465350
71,3,379482
71,4,429451
71,5,284751
81,1,326644
81,2,472612
81,3,379482
81,4,388945
81,5,317995
82,1,371459
82,2,394025
82,3,379482
82,4,353725
82,5,386987
86,1,402370
86,2,349895
86,3,379482
86,4,353725
86,5,400206
89,1,436218
89,2,311295
89,3,379482
89,4,353725
89,5,404958
91,1,326644
91,2,422867
91,3,379482
91,4,402692
91,5,353993
97,1,402370
97,2,382217
97,3,379482
97,4,353725
97,5,367884
103,1,326644
103,2,473149
103,3,379482
103,4,353725
103,5,352678
107,1,326644
107,2,403147
107,3,379482
107,4,353725
107,5,422680
108,1,326644
108,2,472612
108,3,379482
108,4,388945
108,5,317995
121,1,326644
121,2,405570
121,3,379482
121,4,353725
121,5,420257
127,1,326644
127,2,473149
127,3,379482
127,4,353725
127,5,352678
128,1,362346
128,2,444090
128,3,379482
128,4,398540
128,5,301220
132,1,326644
132,2,446955
132,3,379482
132,4,353725
132,5,378872
137,1,326644
137,2,346997
137,3,379482
137,4,388945
137,5,443610
147,1,326644
147,2,479792
147,3,379482
147,4,353725
147,5,346035
152,1,452935
152,2,403147
152,3,379482
152,4,353725
152,5,296389
154,1,326644
154,2,423755
154,3,379482
154,4,353725
154,5,402072
158,1,361864
158,2,447437
158,3,379482
158,4,353725
158,5,343170
160,1,362346
160,2,444210
160,3,379482
160,4,353725
160,5,345915
161,1,326644
161,2,420869
161,3,379482
161,4,353725
161,5,404958
164,1,371459
164,2,334648
164,3,379482
164,4,353725
164,5,446364
171,1,362346
171,2,400402
171,3,379482
171,4,353725
171,5,389723
175,1,326644
175,2,447437
175,3,379482
175,4,388945
175,5,343170
177,1,326644
177,2,472612
177,3,379482
177,4,388945
177,5,317995
184,1,326644
184,2,400402
184,3,379482
184,4,353725
184,5,425425
186,1,326644
186,2,423755
186,3,379482
186,4,353725
186,5,402072
190,1,326644
190,2,467897
190,3,379482
190,4,429451
190,5,282204
196,1,362346
196,2,446955
196,3,379482
196,4,353725
196,5,343170
201,1,400516
201,2,368437
201,3,379482
201,4,457122
201,5,280121
203,1,436218
203,2,332735
203,3,379482
203,4,457122
203,5,280121
207,1,362346
207,2,400402
207,3,379482
207,4,353725
207,5,389723
213,1,326644
213,2,469567
213,3,379482
213,4,388945
213,5,321040
216,1,326644
216,2,427124
216,3,379482
216,4,353725
216,5,398703
217,1,326644
217,2,426500
217,3,379482
217,4,398540
217,5,354512
218,1,362346
218,2,357122
218,3,379482
218,4,353725
218,5,433003
225,1,402370
225,2,311295
225,3,379482
225,4,353725
225,5,438806
234,1,326644
234,2,346997
234,3,379482
234,4,478562
234,5,353993
240,1,400516
240,2,368437
240,3,379482
240,4,457122
240,5,280121
243,1,361864
243,2,420869
243,3,379482
243,4,429451
243,5,294012
245,1,326644
245,2,346997
245,3,379482
245,4,464671
245,5,367884
246,1,362346
246,2,444210
246,3,379482
246,4,353725
246,5,345915
250,1,326644
250,2,450357
250,3,379482
250,4,353725
250,5,375470
253,1,371459
253,2,400402
253,3,379482
253,4,353725
253,5,380610
254,1,326644
254,2,469567
254,3,379482
254,4,388945
254,5,321040
260,1,476242
260,2,346997
260,3,379482
260,4,388945
260,5,294012
262,1,326644
262,2,469567
262,3,379482
262,4,388945
262,5,321040
265,1,326644
265,2,450357
265,3,379482
265,4,353725
265,5,375470
272,1,326644
272,2,359867
272,3,379482
272,4,353725
272,5,465960
277,1,326644
277,2,444210
277,3,379482
277,4,353725
277,5,381617
278,1,371459
278,2,469567
278,3,379482
278,4,388945
278,5,276225
281,1,326644
281,2,423755
281,3,379482
281,4,353725
281,5,402072
282,1,362346
282,2,403147
282,3,379482
282,4,353725
282,5,386978
286,1,362346
286,2,446988
286,3,379482
286,4,398540
286,5,298322
287,1,326644
287,2,359867
287,3,379482
287,4,353725
287,5,465960
288,1,326644
288,2,458417
288,3,379482
288,4,388945
288,5,332190
289,1,326644
289,2,380475
289,3,379482
289,4,429451
289,5,369626
296,1,326644
296,2,380355
296,3,379482
296,4,353725
296,5,445472
299,1,361864
299,2,469567
299,3,379482
299,4,398540
299,5,276225
304,1,326644
304,2,469567
304,3,379482
304,4,388945
304,5,321040
312,1,326644
312,2,472612
312,3,379482
312,4,388945
312,5,317995
319,1,371459
319,2,403708
319,3,379482
319,4,353725
319,5,377304
320,1,371459
320,2,469567
320,3,379482
320,4,388945
320,5,276225
321,1,402370
321,2,382217
321,3,379482
321,4,353725
321,5,367884
325,1,326644
325,2,450357
325,3,379482
325,4,353725
325,5,375470
329,1,326644
329,2,456089
329,3,379482
329,4,353725
329,5,369738
333,1,326644
333,2,472612
333,3,379482
333,4,388945
333,5,317995
339,1,362346
339,2,357122
339,3,379482
339,4,353725
339,5,433003
348,1,397566
348,2,388382
348,3,379482
348,4,398540
348,5,321708
349,1,406679
349,2,346997
349,3,379482
349,4,353725
349,5,398795
355,1,400516
355,2,382217
355,3,379482
355,4,429451
355,5,294012
360,1,362346
360,2,357122
360,3,379482
360,4,353725
360,5,433003
364,1,326644
364,2,403708
364,3,379482
364,4,353725
364,5,422119
365,1,326644
365,2,368488
365,3,379482
365,4,388945
365,5,422119
368,1,362346
368,2,311295
368,3,379482
368,4,478562
368,5,353993
369,1,436218
369,2,311295
369,3,379482
369,4,480016
369,5,278667
372,1,326644
372,2,403708
372,3,379482
372,4,353725
372,5,422119
376,1,476242
376,2,380475
376,3,379482
376,4,353725
376,5,295754
377,1,326644
377,2,474954
377,3,379482
377,4,353725
377,5,350873
389,1,326644
389,2,367927
389,3,379482
389,4,388945
389,5,422680
390,1,402370
390,2,438849
390,3,379482
390,4,353725
390,5,311252
392,1,326644
392,2,447437
392,3,379482
392,4,388945
392,5,343170
396,1,362346
396,2,383220
396,3,379482
396,4,353725
396,5,406905
400,1,371459
400,2,380475
400,3,379482
400,4,353725
400,5,400537
402,1,361864
402,2,424084
402,3,379482
402,4,398540
402,5,321708
403,1,407161
403,2,359867
403,3,379482
403,4,353725
403,5,385443
405,1,362346
405,2,311295
405,3,379482
405,4,353725
405,5,478830
406,1,326644
406,2,380475
406,3,379482
406,4,353725
406,5,445352
409,1,326644
409,2,315043
409,3,379482
409,4,480016
409,5,384493
411,1,361864
411,2,311295
411,3,379482
411,4,398540
411,5,434497
412,1,400516
412,2,346997
412,3,379482
412,4,429451
412,5,329232
413,1,326644
413,2,458417
413,3,379482
